date,contract_establish,end_establish,expand_establish,net_change,open_establish,total_contract,total_expand,state
12/31/00,135016,29046,125933,-10759,27370,164062,153303,Missouri
3/31/01,122942,27075,128058,8191,30150,150017,158208,Missouri
6/30/01,137146,31125,120022,-19883,28366,168271,148388,Missouri
9/30/01,134222,31210,116118,-21724,27590,165432,143708,Missouri
12/31/01,126976,34418,117807,-17743,25844,161394,143651,Missouri
3/31/02,125033,27205,119761,6050,38527,152238,158288,Missouri
6/30/02,127791,32166,123745,-2655,33557,159957,157302,Missouri
9/30/02,121817,23558,118741,3004,29638,145375,148379,Missouri
12/31/02,120443,29072,113628,-9372,26515,149515,140143,Missouri
3/31/03,124506,27234,111080,-12903,27757,151740,138837,Missouri
6/30/03,122534,28588,114165,-8304,28653,151122,142818,Missouri
9/30/03,113955,27855,118652,2852,26010,141810,144662,Missouri
12/31/03,118657,24468,114224,-3265,25636,143125,139860,Missouri
3/31/04,115013,29651,128068,11650,28246,144664,156314,Missouri
6/30/04,109459,27639,117966,10408,29540,137098,147506,Missouri
9/30/04,115221,29450,118071,1064,27664,144671,145735,Missouri
12/31/04,108095,20814,117639,14296,25566,128909,143205,Missouri
3/31/05,113973,27417,124647,13066,29809,141390,154456,Missouri
6/30/05,111765,25694,114461,2545,25543,137459,140004,Missouri
9/30/05,111983,21610,117388,11129,27334,133593,144722,Missouri
12/31/05,114736,24393,117710,5176,26595,139129,144305,Missouri
3/31/06,107641,26081,125934,17361,25149,133722,151083,Missouri
6/30/06,123017,21674,115342,4539,33888,144691,149230,Missouri
9/30/06,118674,22430,112568,-3683,24853,141104,137421,Missouri
12/31/06,114648,29496,121464,6891,29571,144144,151035,Missouri
3/31/07,112959,25530,125426,15901,28964,138489,154390,Missouri
6/30/07,123051,23283,114405,-6173,25756,146334,140161,Missouri
9/30/07,121098,22536,117003,2683,29314,143634,146317,Missouri
12/31/07,116275,23043,119024,536,20830,139318,139854,Missouri
3/31/08,118298,23456,113612,1698,29840,141754,143452,Missouri
6/30/08,123442,26331,115873,-9599,24301,149773,140174,Missouri
9/30/08,125656,19584,112790,-12396,20054,145240,132844,Missouri
12/31/08,140240,28967,105471,-36607,27129,169207,132600,Missouri
3/31/09,136062,28795,101940,-39629,23288,164857,125228,Missouri
6/30/09,134337,22203,99252,-34819,22469,156540,121721,Missouri
9/30/09,117605,24570,102576,-17565,22034,142175,124610,Missouri
12/31/09,112419,19885,103743,-8627,19934,132304,123677,Missouri
3/31/10,106542,25135,109819,-4832,17026,131677,126845,Missouri
6/30/10,107669,21214,106945,1697,23635,128883,130580,Missouri
9/30/10,101984,21031,103091,4892,24816,123015,127907,Missouri
12/31/10,102602,17363,103886,4953,21032,119965,124918,Missouri
3/31/11,96789,24864,103503,4517,22667,121653,126170,Missouri
6/30/11,104895,18970,105915,6380,24330,123865,130245,Missouri
9/30/11,104155,18877,108745,8113,22400,123032,131145,Missouri
12/31/11,102245,19533,106552,8392,23618,121778,130170,Missouri
3/31/12,100430,18159,109657,12949,21881,118589,131538,Missouri
6/30/12,108473,28845,109770,-2056,25492,137318,135262,Missouri
9/30/12,109116,20374,104872,393,25011,129490,129883,Missouri
12/31/12,103716,19774,113031,15803,26262,123490,139293,Missouri
3/31/13,103809,20518,109454,7400,22273,124327,131727,Missouri
6/30/13,100102,18418,111275,13171,20416,118520,131691,Missouri
9/30/13,106159,19267,106706,4366,23086,125426,129792,Missouri
12/31/13,103834,20308,109828,8424,22738,124142,132566,Missouri
3/31/14,104254,19698,103686,1302,21568,123952,125254,Missouri
6/30/14,101295,18734,112923,14634,21740,120029,134663,Missouri
9/30/14,106796,19731,104713,-246,21568,126527,126281,Missouri
12/31/14,97489,18819,117828,25992,24472,116308,142300,Missouri
3/31/15,102781,21156,106140,3595,21392,123937,127532,Missouri
6/30/15,100981,18809,115059,19183,23914,119790,138973,Missouri
9/30/15,106228,20640,108639,4550,22779,126868,131418,Missouri
12/31/15,101187,19600,119718,24306,25375,120787,145093,Missouri
3/31/16,105732,19791,109506,5839,21856,125523,131362,Missouri
6/30/16,108124,19644,111939,5964,21793,127768,133732,Missouri
9/30/16,107747,17583,111391,6772,20711,125330,132102,Missouri
12/31/16,108933,24274,108450,860,25617,133207,134067,Missouri
3/31/17,100207,16117,110951,21850,27223,116324,138174,Missouri
6/30/17,108852,23759,109598,1335,24348,132611,133946,Missouri
9/30/17,110996,27476,111808,1767,28431,138472,140239,Missouri
12/31/17,101018,25718,110082,7125,23779,126736,133861,Missouri
9/30/92,16615,4924,17402,1180,5317,21539,22719,Montana
12/31/92,16603,4212,16543,-110,4162,20815,20705,Montana
3/31/93,15809,4507,17197,2085,5204,20316,22401,Montana
6/30/93,14977,4047,18879,5554,5699,19024,24578,Montana
9/30/93,16601,4928,18204,3105,6430,21529,24634,Montana
12/31/93,18185,5493,18558,377,5497,23678,24055,Montana
3/31/94,17768,4140,18792,1936,5052,21908,23844,Montana
6/30/94,15152,3966,19647,6541,6012,19118,25659,Montana
9/30/94,16673,5823,21767,6207,6936,22496,28703,Montana
12/31/94,19696,5852,19710,289,6127,25548,25837,Montana
3/31/95,19857,4681,23044,3160,4654,24538,27698,Montana
6/30/95,17075,7210,19833,1314,5766,24285,25599,Montana
9/30/95,18318,3628,21559,5632,6019,21946,27578,Montana
12/31/95,20081,4893,17755,-1674,5545,24974,23300,Montana
3/31/96,20021,4396,20637,2345,6125,24417,26762,Montana
6/30/96,19047,4942,20873,3049,6165,23989,27038,Montana
9/30/96,19538,6424,21912,3581,7631,25962,29543,Montana
12/31/96,21310,5656,19208,-1726,6032,26966,25240,Montana
3/31/97,20796,5591,19365,-1582,5440,26387,24805,Montana
6/30/97,18093,4983,21053,4971,6994,23076,28047,Montana
9/30/97,20657,6049,21776,1935,6865,26706,28641,Montana
12/31/97,20711,5321,20558,1783,7257,26032,27815,Montana
3/31/98,21824,5995,21146,2015,8688,27819,29834,Montana
6/30/98,21137,6572,21047,349,7011,27709,28058,Montana
9/30/98,19619,5912,21864,3865,7532,25531,29396,Montana
12/31/98,20382,4960,21981,2036,5397,25342,27378,Montana
3/31/99,21287,5316,21941,1604,6266,26603,28207,Montana
6/30/99,20488,7152,21556,145,6229,27640,27785,Montana
9/30/99,19759,6496,22351,2870,6774,26255,29125,Montana
12/31/99,19497,8286,21555,-1375,4853,27783,26408,Montana
3/31/00,20294,5611,21948,5658,9615,25905,31563,Montana
6/30/00,20730,8009,22526,736,6949,28739,29475,Montana
9/30/00,22393,8079,23156,-599,6717,30472,29873,Montana
12/31/00,21040,7475,21406,-1050,6059,28515,27465,Montana
3/31/01,21276,7424,24053,5365,10012,28700,34065,Montana
6/30/01,21988,6732,21660,-842,6218,28720,27878,Montana
9/30/01,21808,7406,21748,-1259,6207,29214,27955,Montana
12/31/01,20722,5102,20564,381,5641,25824,26205,Montana
3/31/02,20831,5950,21418,1641,7004,26781,28422,Montana
6/30/02,19781,5072,21783,3512,6582,24853,28365,Montana
9/30/02,21424,8056,21492,-980,7008,29480,28500,Montana
12/31/02,20768,5194,20789,1812,6985,25962,27774,Montana
3/31/03,20608,6631,21415,1312,7136,27239,28551,Montana
6/30/03,22096,7057,22096,-1086,5971,29153,28067,Montana
9/30/03,21709,6798,22066,29,6470,28507,28536,Montana
12/31/03,20576,6220,22517,3918,8197,26796,30714,Montana
3/31/04,19520,5319,22405,3906,6340,24839,28745,Montana
6/30/04,20851,5802,22953,2974,6674,26653,29627,Montana
9/30/04,20941,5443,21025,537,5896,26384,26921,Montana
12/31/04,20161,5254,24024,4787,6178,25415,30202,Montana
3/31/05,20594,5734,24227,3871,5972,26328,30199,Montana
6/30/05,22022,5955,22191,321,6107,27977,28298,Montana
9/30/05,21177,4965,22913,3611,6840,26142,29753,Montana
12/31/05,21390,5105,24176,3943,6262,26495,30438,Montana
3/31/06,20813,5639,27517,6909,5844,26452,33361,Montana
6/30/06,22929,4874,23952,2289,6140,27803,30092,Montana
9/30/06,24488,5867,22357,-2615,5383,30355,27740,Montana
12/31/06,21482,5281,26544,6010,6229,26763,32773,Montana
3/31/07,21236,5431,27488,6806,5985,26667,33473,Montana
6/30/07,25037,6053,23942,-1481,5667,31090,29609,Montana
9/30/07,24673,5398,23480,-669,5922,30071,29402,Montana
12/31/07,22786,5373,25206,4453,7406,28159,32612,Montana
3/31/08,24866,5895,25409,846,6198,30761,31607,Montana
6/30/08,26887,5918,22129,-5163,5513,32805,27642,Montana
9/30/08,24091,5249,22303,-1420,5617,29340,27920,Montana
12/31/08,25201,6125,21416,-3533,6377,31326,27793,Montana
3/31/09,29005,7145,19297,-11681,5172,36150,24469,Montana
6/30/09,23650,6159,20901,-2912,5996,29809,26897,Montana
9/30/09,22434,5245,20032,-2190,5457,27679,25489,Montana
12/31/09,23057,5556,22166,-559,5888,28613,28054,Montana
3/31/10,21990,6042,20820,-1820,5392,28032,26212,Montana
6/30/10,20685,5695,21006,436,5810,26380,26816,Montana
9/30/10,19934,5170,21733,2162,5533,25104,27266,Montana
12/31/10,22103,5366,21159,-221,6089,27469,27248,Montana
3/31/11,19202,5556,20498,349,4609,24758,25107,Montana
6/30/11,20580,5085,21419,1640,5886,25665,27305,Montana
9/30/11,19474,4712,23246,4797,5737,24186,28983,Montana
12/31/11,21286,5463,22095,1636,6290,26749,28385,Montana
3/31/12,20483,5612,22308,1480,5267,26095,27575,Montana
6/30/12,21303,4972,22799,2530,6006,26275,28805,Montana
9/30/12,20620,5050,21726,1905,5849,25670,27575,Montana
12/31/12,21417,5938,22649,1566,6272,27355,28921,Montana
3/31/13,21196,5515,22796,2069,5984,26711,28780,Montana
6/30/13,22361,5063,22710,1062,5776,27424,28486,Montana
9/30/13,21872,5034,21749,563,5720,26906,27469,Montana
12/31/13,21349,5316,23282,2852,6235,26665,29517,Montana
3/31/14,21510,7106,21050,-2390,5176,28616,26226,Montana
6/30/14,21565,5769,23286,2058,6106,27334,29392,Montana
9/30/14,23229,5562,22317,167,6641,28791,28958,Montana
12/31/14,20641,8310,24188,1561,6324,28951,30512,Montana
3/31/15,21205,5159,22604,7211,10971,26364,33575,Montana
6/30/15,22621,8089,23438,-1519,5753,30710,29191,Montana
9/30/15,22891,5234,21651,-214,6260,28125,27911,Montana
12/31/15,21945,4830,24821,4722,6676,26775,31497,Montana
3/31/16,21563,5716,24039,1812,5052,27279,29091,Montana
6/30/16,24638,7348,22735,-2427,6824,31986,29559,Montana
9/30/16,22546,6057,22329,-226,6048,28603,28377,Montana
12/31/16,22356,5486,22840,1234,6236,27842,29076,Montana
3/31/17,21426,5375,24872,3547,5476,26801,30348,Montana
6/30/17,23506,5600,23653,586,6039,29106,29692,Montana
9/30/17,23417,6320,21216,-2930,5591,29737,26807,Montana
12/31/17,22036,5725,25019,4066,6808,27761,31827,Montana
9/30/92,16615,4924,17402,1180,5317,21539,22719,Montana
12/31/92,16603,4212,16543,-110,4162,20815,20705,Montana
3/31/93,15809,4507,17197,2085,5204,20316,22401,Montana
6/30/93,14977,4047,18879,5554,5699,19024,24578,Montana
9/30/93,16601,4928,18204,3105,6430,21529,24634,Montana
12/31/93,18185,5493,18558,377,5497,23678,24055,Montana
3/31/94,17768,4140,18792,1936,5052,21908,23844,Montana
6/30/94,15152,3966,19647,6541,6012,19118,25659,Montana
9/30/94,16673,5823,21767,6207,6936,22496,28703,Montana
12/31/94,19696,5852,19710,289,6127,25548,25837,Montana
3/31/95,19857,4681,23044,3160,4654,24538,27698,Montana
6/30/95,17075,7210,19833,1314,5766,24285,25599,Montana
9/30/95,18318,3628,21559,5632,6019,21946,27578,Montana
12/31/95,20081,4893,17755,-1674,5545,24974,23300,Montana
3/31/96,20021,4396,20637,2345,6125,24417,26762,Montana
6/30/96,19047,4942,20873,3049,6165,23989,27038,Montana
9/30/96,19538,6424,21912,3581,7631,25962,29543,Montana
12/31/96,21310,5656,19208,-1726,6032,26966,25240,Montana
3/31/97,20796,5591,19365,-1582,5440,26387,24805,Montana
6/30/97,18093,4983,21053,4971,6994,23076,28047,Montana
9/30/97,20657,6049,21776,1935,6865,26706,28641,Montana
12/31/97,20711,5321,20558,1783,7257,26032,27815,Montana
3/31/98,21824,5995,21146,2015,8688,27819,29834,Montana
6/30/98,21137,6572,21047,349,7011,27709,28058,Montana
9/30/98,19619,5912,21864,3865,7532,25531,29396,Montana
12/31/98,20382,4960,21981,2036,5397,25342,27378,Montana
3/31/99,21287,5316,21941,1604,6266,26603,28207,Montana
6/30/99,20488,7152,21556,145,6229,27640,27785,Montana
9/30/99,19759,6496,22351,2870,6774,26255,29125,Montana
12/31/99,19497,8286,21555,-1375,4853,27783,26408,Montana
3/31/00,20294,5611,21948,5658,9615,25905,31563,Montana
6/30/00,20730,8009,22526,736,6949,28739,29475,Montana
9/30/00,22393,8079,23156,-599,6717,30472,29873,Montana
12/31/00,21040,7475,21406,-1050,6059,28515,27465,Montana
3/31/01,21276,7424,24053,5365,10012,28700,34065,Montana
6/30/01,21988,6732,21660,-842,6218,28720,27878,Montana
9/30/01,21808,7406,21748,-1259,6207,29214,27955,Montana
12/31/01,20722,5102,20564,381,5641,25824,26205,Montana
3/31/02,20831,5950,21418,1641,7004,26781,28422,Montana
6/30/02,19781,5072,21783,3512,6582,24853,28365,Montana
9/30/02,21424,8056,21492,-980,7008,29480,28500,Montana
12/31/02,20768,5194,20789,1812,6985,25962,27774,Montana
3/31/03,20608,6631,21415,1312,7136,27239,28551,Montana
6/30/03,22096,7057,22096,-1086,5971,29153,28067,Montana
9/30/03,21709,6798,22066,29,6470,28507,28536,Montana
12/31/03,20576,6220,22517,3918,8197,26796,30714,Montana
3/31/04,19520,5319,22405,3906,6340,24839,28745,Montana
6/30/04,20851,5802,22953,2974,6674,26653,29627,Montana
9/30/04,20941,5443,21025,537,5896,26384,26921,Montana
12/31/04,20161,5254,24024,4787,6178,25415,30202,Montana
3/31/05,20594,5734,24227,3871,5972,26328,30199,Montana
6/30/05,22022,5955,22191,321,6107,27977,28298,Montana
9/30/05,21177,4965,22913,3611,6840,26142,29753,Montana
12/31/05,21390,5105,24176,3943,6262,26495,30438,Montana
3/31/06,20813,5639,27517,6909,5844,26452,33361,Montana
6/30/06,22929,4874,23952,2289,6140,27803,30092,Montana
9/30/06,24488,5867,22357,-2615,5383,30355,27740,Montana
12/31/06,21482,5281,26544,6010,6229,26763,32773,Montana
3/31/07,21236,5431,27488,6806,5985,26667,33473,Montana
6/30/07,25037,6053,23942,-1481,5667,31090,29609,Montana
9/30/07,24673,5398,23480,-669,5922,30071,29402,Montana
12/31/07,22786,5373,25206,4453,7406,28159,32612,Montana
3/31/08,24866,5895,25409,846,6198,30761,31607,Montana
6/30/08,26887,5918,22129,-5163,5513,32805,27642,Montana
9/30/08,24091,5249,22303,-1420,5617,29340,27920,Montana
12/31/08,25201,6125,21416,-3533,6377,31326,27793,Montana
3/31/09,29005,7145,19297,-11681,5172,36150,24469,Montana
6/30/09,23650,6159,20901,-2912,5996,29809,26897,Montana
9/30/09,22434,5245,20032,-2190,5457,27679,25489,Montana
12/31/09,23057,5556,22166,-559,5888,28613,28054,Montana
3/31/10,21990,6042,20820,-1820,5392,28032,26212,Montana
6/30/10,20685,5695,21006,436,5810,26380,26816,Montana
9/30/10,19934,5170,21733,2162,5533,25104,27266,Montana
12/31/10,22103,5366,21159,-221,6089,27469,27248,Montana
3/31/11,19202,5556,20498,349,4609,24758,25107,Montana
6/30/11,20580,5085,21419,1640,5886,25665,27305,Montana
9/30/11,19474,4712,23246,4797,5737,24186,28983,Montana
12/31/11,21286,5463,22095,1636,6290,26749,28385,Montana
3/31/12,20483,5612,22308,1480,5267,26095,27575,Montana
6/30/12,21303,4972,22799,2530,6006,26275,28805,Montana
9/30/12,20620,5050,21726,1905,5849,25670,27575,Montana
12/31/12,21417,5938,22649,1566,6272,27355,28921,Montana
3/31/13,21196,5515,22796,2069,5984,26711,28780,Montana
6/30/13,22361,5063,22710,1062,5776,27424,28486,Montana
9/30/13,21872,5034,21749,563,5720,26906,27469,Montana
12/31/13,21349,5316,23282,2852,6235,26665,29517,Montana
3/31/14,21510,7106,21050,-2390,5176,28616,26226,Montana
6/30/14,21565,5769,23286,2058,6106,27334,29392,Montana
9/30/14,23229,5562,22317,167,6641,28791,28958,Montana
12/31/14,20641,8310,24188,1561,6324,28951,30512,Montana
3/31/15,21205,5159,22604,7211,10971,26364,33575,Montana
6/30/15,22621,8089,23438,-1519,5753,30710,29191,Montana
9/30/15,22891,5234,21651,-214,6260,28125,27911,Montana
12/31/15,21945,4830,24821,4722,6676,26775,31497,Montana
3/31/16,21563,5716,24039,1812,5052,27279,29091,Montana
6/30/16,24638,7348,22735,-2427,6824,31986,29559,Montana
9/30/16,22546,6057,22329,-226,6048,28603,28377,Montana
12/31/16,22356,5486,22840,1234,6236,27842,29076,Montana
3/31/17,21426,5375,24872,3547,5476,26801,30348,Montana
6/30/17,23506,5600,23653,586,6039,29106,29692,Montana
9/30/17,23417,6320,21216,-2930,5591,29737,26807,Montana
12/31/17,22036,5725,25019,4066,6808,27761,31827,Montana
9/30/92,31538,6392,38698,7902,7134,37930,45832,Nebraska
12/31/92,34587,6785,32280,-1968,7124,41372,39404,Nebraska
3/31/93,31648,5312,35146,5126,6940,36960,42086,Nebraska
6/30/93,30728,6590,37478,6479,6319,37318,43797,Nebraska
9/30/93,33338,7092,40126,7569,7873,40430,47999,Nebraska
12/31/93,35470,7272,39113,3876,7505,42742,46618,Nebraska
3/31/94,36910,6766,37789,3277,9164,43676,46953,Nebraska
6/30/94,31844,9181,38937,10875,12963,41025,51900,Nebraska
9/30/94,33325,6255,39964,7578,7194,39580,47158,Nebraska
12/31/94,33906,6038,36245,4284,7983,39944,44228,Nebraska
3/31/95,32726,8015,50877,17473,7337,40741,58214,Nebraska
6/30/95,36075,9931,37649,-1589,6768,46006,44417,Nebraska
9/30/95,35371,6896,40338,5371,7300,42267,47638,Nebraska
12/31/95,35222,10562,41391,3305,7698,45784,49089,Nebraska
3/31/96,34481,10987,43953,14078,15593,45468,59546,Nebraska
6/30/96,39844,6129,36307,-3318,6348,45973,42655,Nebraska
9/30/96,35846,6801,37984,3028,7691,42647,45675,Nebraska
12/31/96,34891,6687,39772,4689,6495,41578,46267,Nebraska
3/31/97,35558,6581,41684,10572,11027,42139,52711,Nebraska
6/30/97,39803,6145,38169,-1470,6309,45948,44478,Nebraska
9/30/97,36315,8547,40367,4896,9391,44862,49758,Nebraska
12/31/97,36768,6409,40978,6202,8401,43177,49379,Nebraska
3/31/98,37332,7117,40632,3080,6897,44449,47529,Nebraska
6/30/98,34934,7720,42137,8007,8524,42654,50661,Nebraska
9/30/98,38279,6714,44449,5744,6288,44993,50737,Nebraska
12/31/98,35298,7898,42293,6605,7508,43196,49801,Nebraska
3/31/99,40274,8109,39732,-1014,7637,48383,47369,Nebraska
6/30/99,37903,7719,41054,4059,8627,45622,49681,Nebraska
9/30/99,37284,7902,39720,3513,8979,45186,48699,Nebraska
12/31/99,36058,7847,42080,5999,7824,43905,49904,Nebraska
3/31/00,39926,9224,46206,4611,7555,49150,53761,Nebraska
6/30/00,40035,7054,45374,8015,9730,47089,55104,Nebraska
9/30/00,42677,11401,39744,-3650,10684,54078,50428,Nebraska
12/31/00,40194,7127,39638,1271,8954,47321,48592,Nebraska
3/31/01,42207,9897,38766,-948,12390,52104,51156,Nebraska
6/30/01,46669,6531,40950,-3208,9042,53200,49992,Nebraska
9/30/01,40297,8457,35983,-2587,10184,48754,46167,Nebraska
12/31/01,40635,8268,38133,-2032,8738,48903,46871,Nebraska
3/31/02,44185,6652,36511,-6500,7826,50837,44337,Nebraska
6/30/02,37943,7231,37572,1652,9254,45174,46826,Nebraska
9/30/02,38340,6892,36353,-1371,7508,45232,43861,Nebraska
12/31/02,38779,7155,36495,-2632,6807,45934,43302,Nebraska
3/31/03,39653,7895,38796,751,9503,47548,48299,Nebraska
6/30/03,37285,6619,36641,405,7668,43904,44309,Nebraska
9/30/03,35278,6130,37789,3212,6831,41408,44620,Nebraska
12/31/03,35841,6594,36562,1336,7209,42435,43771,Nebraska
3/31/04,38775,7345,37357,661,9424,46120,46781,Nebraska
6/30/04,35164,6134,37936,4264,7626,41298,45562,Nebraska
9/30/04,36990,7301,37621,425,7095,44291,44716,Nebraska
12/31/04,36361,5911,37558,2902,7616,42272,45174,Nebraska
3/31/05,36767,6769,40737,5137,7936,43536,48673,Nebraska
6/30/05,37247,7954,37458,-569,7174,45201,44632,Nebraska
9/30/05,37675,6352,37229,1874,8672,44027,45901,Nebraska
12/31/05,36009,6201,37263,1536,6483,42210,43746,Nebraska
3/31/06,35125,6335,39565,4958,6853,41460,46418,Nebraska
6/30/06,38983,6972,38064,144,8035,45955,46099,Nebraska
9/30/06,38587,5970,39489,2334,7402,44557,46891,Nebraska
12/31/06,37354,7135,40552,3771,7708,44489,48260,Nebraska
3/31/07,37840,6353,40732,3934,7395,44193,48127,Nebraska
6/30/07,38471,6741,40960,3009,7261,45212,48221,Nebraska
9/30/07,37453,6484,40916,4822,7843,43937,48759,Nebraska
12/31/07,39928,6437,39792,1771,8344,46365,48136,Nebraska
3/31/08,36989,6627,42146,5167,6637,43616,48783,Nebraska
6/30/08,41100,7752,36772,-4682,7398,48852,44170,Nebraska
9/30/08,38621,6434,36192,194,9057,45055,45249,Nebraska
12/31/08,41955,7487,36589,-5888,6965,49442,43554,Nebraska
3/31/09,44222,6661,33215,-11608,6060,50883,39275,Nebraska
6/30/09,41825,6365,32682,-9215,6293,48190,38975,Nebraska
9/30/09,35030,6853,33559,-2369,5955,41883,39514,Nebraska
12/31/09,38831,6495,33519,-5344,6463,45326,39982,Nebraska
3/31/10,36456,5902,34179,-1731,6448,42358,40627,Nebraska
6/30/10,33934,6067,36921,4191,7271,40001,44192,Nebraska
9/30/10,35042,6568,35718,1551,7443,41610,43161,Nebraska
12/31/10,35356,6310,35214,479,6931,41666,42145,Nebraska
3/31/11,34303,5767,34146,1089,7013,40070,41159,Nebraska
6/30/11,34250,6392,35893,1872,6621,40642,42514,Nebraska
9/30/11,33956,5690,36610,3208,6244,39646,42854,Nebraska
12/31/11,34012,6206,36278,3347,7287,40218,43565,Nebraska
3/31/12,32371,5887,37092,10651,11817,38258,48909,Nebraska
6/30/12,33570,6525,36764,4737,8068,40095,44832,Nebraska
9/30/12,35202,7208,35743,938,7605,42410,43348,Nebraska
12/31/12,34020,7333,37645,4460,8168,41353,45813,Nebraska
3/31/13,35286,6744,35022,222,7230,42030,42252,Nebraska
6/30/13,34988,6679,37648,4507,8526,41667,46174,Nebraska
9/30/13,36128,7690,39180,4262,8900,43818,48080,Nebraska
12/31/13,37345,6962,39420,4769,9656,44307,49076,Nebraska
3/31/14,37808,6637,37355,1003,8093,44445,45448,Nebraska
6/30/14,37272,8688,39045,1570,8485,45960,47530,Nebraska
9/30/14,37207,7688,38333,2213,8775,44895,47108,Nebraska
12/31/14,35648,8263,41280,5633,8264,43911,49544,Nebraska
3/31/15,37862,7343,39801,3492,8896,45205,48697,Nebraska
6/30/15,36945,7987,39224,2517,8225,44932,47449,Nebraska
9/30/15,36781,8226,39239,2783,8551,45007,47790,Nebraska
12/31/15,37023,7146,40445,5078,8802,44169,49247,Nebraska
3/31/16,37432,7305,39384,2621,7974,44737,47358,Nebraska
6/30/16,38499,9213,37189,-1929,8594,47712,45783,Nebraska
9/30/16,38692,8623,42213,4174,9276,47315,51489,Nebraska
12/31/16,39745,10244,37412,-3831,8746,49989,46158,Nebraska
3/31/17,34899,7137,39244,6314,9106,42036,48350,Nebraska
6/30/17,40203,8763,37380,-3708,7878,48966,45258,Nebraska
9/30/17,38932,8824,38873,-276,8607,47756,47480,Nebraska
12/31/17,35900,8672,41170,5845,9247,44572,50417,Nebraska
9/30/92,31538,6392,38698,7902,7134,37930,45832,Nebraska
12/31/92,34587,6785,32280,-1968,7124,41372,39404,Nebraska
3/31/93,31648,5312,35146,5126,6940,36960,42086,Nebraska
6/30/93,30728,6590,37478,6479,6319,37318,43797,Nebraska
9/30/93,33338,7092,40126,7569,7873,40430,47999,Nebraska
12/31/93,35470,7272,39113,3876,7505,42742,46618,Nebraska
3/31/94,36910,6766,37789,3277,9164,43676,46953,Nebraska
6/30/94,31844,9181,38937,10875,12963,41025,51900,Nebraska
9/30/94,33325,6255,39964,7578,7194,39580,47158,Nebraska
12/31/94,33906,6038,36245,4284,7983,39944,44228,Nebraska
3/31/95,32726,8015,50877,17473,7337,40741,58214,Nebraska
6/30/95,36075,9931,37649,-1589,6768,46006,44417,Nebraska
9/30/95,35371,6896,40338,5371,7300,42267,47638,Nebraska
12/31/95,35222,10562,41391,3305,7698,45784,49089,Nebraska
3/31/96,34481,10987,43953,14078,15593,45468,59546,Nebraska
6/30/96,39844,6129,36307,-3318,6348,45973,42655,Nebraska
9/30/96,35846,6801,37984,3028,7691,42647,45675,Nebraska
12/31/96,34891,6687,39772,4689,6495,41578,46267,Nebraska
3/31/97,35558,6581,41684,10572,11027,42139,52711,Nebraska
6/30/97,39803,6145,38169,-1470,6309,45948,44478,Nebraska
9/30/97,36315,8547,40367,4896,9391,44862,49758,Nebraska
12/31/97,36768,6409,40978,6202,8401,43177,49379,Nebraska
3/31/98,37332,7117,40632,3080,6897,44449,47529,Nebraska
6/30/98,34934,7720,42137,8007,8524,42654,50661,Nebraska
9/30/98,38279,6714,44449,5744,6288,44993,50737,Nebraska
12/31/98,35298,7898,42293,6605,7508,43196,49801,Nebraska
3/31/99,40274,8109,39732,-1014,7637,48383,47369,Nebraska
6/30/99,37903,7719,41054,4059,8627,45622,49681,Nebraska
9/30/99,37284,7902,39720,3513,8979,45186,48699,Nebraska
12/31/99,36058,7847,42080,5999,7824,43905,49904,Nebraska
3/31/00,39926,9224,46206,4611,7555,49150,53761,Nebraska
6/30/00,40035,7054,45374,8015,9730,47089,55104,Nebraska
9/30/00,42677,11401,39744,-3650,10684,54078,50428,Nebraska
12/31/00,40194,7127,39638,1271,8954,47321,48592,Nebraska
3/31/01,42207,9897,38766,-948,12390,52104,51156,Nebraska
6/30/01,46669,6531,40950,-3208,9042,53200,49992,Nebraska
9/30/01,40297,8457,35983,-2587,10184,48754,46167,Nebraska
12/31/01,40635,8268,38133,-2032,8738,48903,46871,Nebraska
3/31/02,44185,6652,36511,-6500,7826,50837,44337,Nebraska
6/30/02,37943,7231,37572,1652,9254,45174,46826,Nebraska
9/30/02,38340,6892,36353,-1371,7508,45232,43861,Nebraska
12/31/02,38779,7155,36495,-2632,6807,45934,43302,Nebraska
3/31/03,39653,7895,38796,751,9503,47548,48299,Nebraska
6/30/03,37285,6619,36641,405,7668,43904,44309,Nebraska
9/30/03,35278,6130,37789,3212,6831,41408,44620,Nebraska
12/31/03,35841,6594,36562,1336,7209,42435,43771,Nebraska
3/31/04,38775,7345,37357,661,9424,46120,46781,Nebraska
6/30/04,35164,6134,37936,4264,7626,41298,45562,Nebraska
9/30/04,36990,7301,37621,425,7095,44291,44716,Nebraska
12/31/04,36361,5911,37558,2902,7616,42272,45174,Nebraska
3/31/05,36767,6769,40737,5137,7936,43536,48673,Nebraska
6/30/05,37247,7954,37458,-569,7174,45201,44632,Nebraska
9/30/05,37675,6352,37229,1874,8672,44027,45901,Nebraska
12/31/05,36009,6201,37263,1536,6483,42210,43746,Nebraska
3/31/06,35125,6335,39565,4958,6853,41460,46418,Nebraska
6/30/06,38983,6972,38064,144,8035,45955,46099,Nebraska
9/30/06,38587,5970,39489,2334,7402,44557,46891,Nebraska
12/31/06,37354,7135,40552,3771,7708,44489,48260,Nebraska
3/31/07,37840,6353,40732,3934,7395,44193,48127,Nebraska
6/30/07,38471,6741,40960,3009,7261,45212,48221,Nebraska
9/30/07,37453,6484,40916,4822,7843,43937,48759,Nebraska
