date,contract_establish,end_establish,expand_establish,net_change,open_establish,total_contract,total_expand,state
12/31/07,39928,6437,39792,1771,8344,46365,48136,Nebraska
3/31/08,36989,6627,42146,5167,6637,43616,48783,Nebraska
6/30/08,41100,7752,36772,-4682,7398,48852,44170,Nebraska
9/30/08,38621,6434,36192,194,9057,45055,45249,Nebraska
12/31/08,41955,7487,36589,-5888,6965,49442,43554,Nebraska
3/31/09,44222,6661,33215,-11608,6060,50883,39275,Nebraska
6/30/09,41825,6365,32682,-9215,6293,48190,38975,Nebraska
9/30/09,35030,6853,33559,-2369,5955,41883,39514,Nebraska
12/31/09,38831,6495,33519,-5344,6463,45326,39982,Nebraska
3/31/10,36456,5902,34179,-1731,6448,42358,40627,Nebraska
6/30/10,33934,6067,36921,4191,7271,40001,44192,Nebraska
9/30/10,35042,6568,35718,1551,7443,41610,43161,Nebraska
12/31/10,35356,6310,35214,479,6931,41666,42145,Nebraska
3/31/11,34303,5767,34146,1089,7013,40070,41159,Nebraska
6/30/11,34250,6392,35893,1872,6621,40642,42514,Nebraska
9/30/11,33956,5690,36610,3208,6244,39646,42854,Nebraska
12/31/11,34012,6206,36278,3347,7287,40218,43565,Nebraska
3/31/12,32371,5887,37092,10651,11817,38258,48909,Nebraska
6/30/12,33570,6525,36764,4737,8068,40095,44832,Nebraska
9/30/12,35202,7208,35743,938,7605,42410,43348,Nebraska
12/31/12,34020,7333,37645,4460,8168,41353,45813,Nebraska
3/31/13,35286,6744,35022,222,7230,42030,42252,Nebraska
6/30/13,34988,6679,37648,4507,8526,41667,46174,Nebraska
9/30/13,36128,7690,39180,4262,8900,43818,48080,Nebraska
12/31/13,37345,6962,39420,4769,9656,44307,49076,Nebraska
3/31/14,37808,6637,37355,1003,8093,44445,45448,Nebraska
6/30/14,37272,8688,39045,1570,8485,45960,47530,Nebraska
9/30/14,37207,7688,38333,2213,8775,44895,47108,Nebraska
12/31/14,35648,8263,41280,5633,8264,43911,49544,Nebraska
3/31/15,37862,7343,39801,3492,8896,45205,48697,Nebraska
6/30/15,36945,7987,39224,2517,8225,44932,47449,Nebraska
9/30/15,36781,8226,39239,2783,8551,45007,47790,Nebraska
12/31/15,37023,7146,40445,5078,8802,44169,49247,Nebraska
3/31/16,37432,7305,39384,2621,7974,44737,47358,Nebraska
6/30/16,38499,9213,37189,-1929,8594,47712,45783,Nebraska
9/30/16,38692,8623,42213,4174,9276,47315,51489,Nebraska
12/31/16,39745,10244,37412,-3831,8746,49989,46158,Nebraska
3/31/17,34899,7137,39244,6314,9106,42036,48350,Nebraska
6/30/17,40203,8763,37380,-3708,7878,48966,45258,Nebraska
9/30/17,38932,8824,38873,-276,8607,47756,47480,Nebraska
12/31/17,35900,8672,41170,5845,9247,44572,50417,Nebraska
9/30/92,31096,12487,38942,8092,12733,43583,51675,Nevada
12/31/92,34228,8360,32524,-108,9956,42588,42480,Nevada
3/31/93,32324,7079,36244,7484,10643,39403,46887,Nevada
6/30/93,30522,7779,38732,9970,9539,38301,48271,Nevada
9/30/93,31875,9322,41885,11459,10771,41197,52656,Nevada
12/31/93,34774,8052,51138,19592,11280,42826,62418,Nevada
3/31/94,34927,8499,41816,20498,22108,43426,63924,Nevada
6/30/94,34295,8449,45662,15907,12989,42744,58651,Nevada
9/30/94,37664,8980,48629,17082,15097,46644,63726,Nevada
12/31/94,38386,9092,45869,8008,9617,47478,55486,Nevada
3/31/95,42931,11702,48610,8932,14955,54633,63565,Nevada
6/30/95,42820,10546,46122,8806,16050,53366,62172,Nevada
9/30/95,40518,9086,50961,15611,14254,49604,65215,Nevada
12/31/95,41380,10875,48012,8723,12966,52255,60978,Nevada
3/31/96,40656,13409,49843,13860,18082,54065,67925,Nevada
6/30/96,41216,10088,52856,17474,15922,51304,68778,Nevada
9/30/96,42494,11069,53754,14646,14455,53563,68209,Nevada
12/31/96,45010,9927,49398,9459,14998,54937,64396,Nevada
3/31/97,47482,11689,56606,13097,15662,59171,72268,Nevada
6/30/97,49819,12150,48909,2499,15559,61969,64468,Nevada
9/30/97,46080,8269,52817,13625,15157,54349,67974,Nevada
12/31/97,45753,12055,51637,5885,12056,57808,63693,Nevada
3/31/98,49777,9275,47479,614,12187,59052,59666,Nevada
6/30/98,44283,11895,53131,9385,12432,56178,65563,Nevada
9/30/98,45146,9701,55008,11041,10880,54847,65888,Nevada
12/31/98,50359,8355,62638,16921,12997,58714,75635,Nevada
3/31/99,49308,9678,58412,16550,17124,58986,75536,Nevada
6/30/99,53960,9835,58146,7611,13260,63795,71406,Nevada
9/30/99,51911,10393,60599,10145,11850,62304,72449,Nevada
12/31/99,45534,11481,57241,12853,12627,57015,69868,Nevada
3/31/00,52278,10471,54325,5065,13489,62749,67814,Nevada
6/30/00,48480,12298,59982,10736,11532,60778,71514,Nevada
9/30/00,50983,12570,61787,12167,13933,63553,75720,Nevada
12/31/00,50912,10770,56564,6116,11234,61682,67798,Nevada
3/31/01,49992,12503,61672,13491,14314,62495,75986,Nevada
6/30/01,56202,12115,52394,-4000,11923,68317,64317,Nevada
9/30/01,54997,12416,51355,-2722,13336,67413,64691,Nevada
12/31/01,67847,12242,50853,-17534,11702,80089,62555,Nevada
3/31/02,52943,10921,57002,6818,13680,63864,70682,Nevada
6/30/02,51363,11423,53828,4155,13113,62786,66941,Nevada
9/30/02,49238,11614,55105,7878,13625,60852,68730,Nevada
12/31/02,52181,12350,53915,3413,14029,64531,67944,Nevada
3/31/03,48099,13297,62073,13677,13000,61396,75073,Nevada
6/30/03,56343,10146,52854,-540,13095,66489,65949,Nevada
9/30/03,45324,10061,61236,18953,13102,55385,74338,Nevada
12/31/03,47619,9831,60011,15326,12765,57450,72776,Nevada
3/31/04,48531,11035,59503,13743,13806,59566,73309,Nevada
6/30/04,48888,12712,67895,20098,13803,61600,81698,Nevada
9/30/04,53658,10269,67588,17186,13525,63927,81113,Nevada
12/31/04,51278,10770,65022,17770,14796,62048,79818,Nevada
3/31/05,53697,10029,64100,12636,12262,63726,76362,Nevada
6/30/05,56057,9861,70812,16661,11767,65918,82579,Nevada
9/30/05,52106,9554,68810,19267,12117,61660,80927,Nevada
12/31/05,57158,10091,68710,13586,12125,67249,80835,Nevada
3/31/06,55435,10205,71240,18282,12682,65640,83922,Nevada
6/30/06,63913,9468,66295,6249,13335,73381,79630,Nevada
9/30/06,65679,11189,62129,-2043,12696,76868,74825,Nevada
12/31/06,66720,10632,65767,1202,12787,77352,78554,Nevada
3/31/07,61575,10002,67123,9169,13623,71577,80746,Nevada
6/30/07,66343,11516,61503,-3457,12899,77859,74402,Nevada
9/30/07,71541,11135,57833,-12552,12291,82676,70124,Nevada
12/31/07,67474,10464,70594,7309,14653,77938,85247,Nevada
3/31/08,71523,16204,63567,-10802,13358,87727,76925,Nevada
6/30/08,72269,12988,59867,-13538,11852,85257,71719,Nevada
9/30/08,75217,12538,55255,-20750,11750,87755,67005,Nevada
12/31/08,86671,14474,49968,-39536,11641,101145,61609,Nevada
3/31/09,79358,13676,43583,-38933,10518,93034,54101,Nevada
6/30/09,70560,11579,44756,-27006,10377,82139,55133,Nevada
9/30/09,60516,12985,49226,-13821,10454,73501,59680,Nevada
12/31/09,56034,10771,58632,2624,10797,66805,69429,Nevada
3/31/10,55517,10477,42351,-14670,8973,65994,51324,Nevada
6/30/10,45597,9760,50752,5632,10237,55357,60989,Nevada
9/30/10,52219,10427,45472,-6751,10423,62646,55895,Nevada
12/31/10,48351,9967,56899,10026,11445,58318,68344,Nevada
3/31/11,46750,9614,47751,1115,9728,56364,57479,Nevada
6/30/11,46953,8186,51337,6190,9992,55139,61329,Nevada
9/30/11,46800,10504,50029,2919,10194,57304,60223,Nevada
12/31/11,44813,10493,46104,1873,11075,55306,57179,Nevada
3/31/12,43939,9209,48084,5175,10239,53148,58323,Nevada
6/30/12,44119,8953,52173,9655,10554,53072,62727,Nevada
9/30/12,47838,9231,48572,1291,9788,57069,58360,Nevada
12/31/12,46459,9901,49982,3838,10216,56360,60198,Nevada
3/31/13,45046,9175,52842,8750,10129,54221,62971,Nevada
6/30/13,47643,8718,54754,11083,12690,56361,67444,Nevada
9/30/13,49664,9018,51220,2527,9989,58682,61209,Nevada
12/31/13,45341,8718,52911,9782,10930,54059,63841,Nevada
3/31/14,46104,8900,58840,13569,9733,55004,68573,Nevada
6/30/14,50160,9206,58446,10398,11318,59366,69764,Nevada
9/30/14,50440,9678,58666,9679,11131,60118,69797,Nevada
12/31/14,48156,8808,58426,13369,11907,56964,70333,Nevada
3/31/15,49162,8736,57025,9562,10435,57898,67460,Nevada
6/30/15,53130,9678,55191,3941,11558,62808,66749,Nevada
9/30/15,50159,10704,56096,7296,12063,60863,68159,Nevada
12/31/15,48751,9852,63628,17498,12473,58603,76101,Nevada
3/31/16,55552,10556,59590,5939,12457,66108,72047,Nevada
6/30/16,51999,13363,59819,7533,13076,65362,72895,Nevada
9/30/16,51375,11854,62195,13813,14847,63229,77042,Nevada
12/31/16,53042,11740,57462,6766,14086,64782,71548,Nevada
3/31/17,49362,10166,62525,16394,13397,59528,75922,Nevada
6/30/17,58244,11508,60435,3876,13193,69752,73628,Nevada
9/30/17,57166,10897,59757,5179,13485,68063,73242,Nevada
12/31/17,50635,11121,64429,15695,13022,61756,77451,Nevada
9/30/92,31096,12487,38942,8092,12733,43583,51675,Nevada
12/31/92,34228,8360,32524,-108,9956,42588,42480,Nevada
3/31/93,32324,7079,36244,7484,10643,39403,46887,Nevada
6/30/93,30522,7779,38732,9970,9539,38301,48271,Nevada
9/30/93,31875,9322,41885,11459,10771,41197,52656,Nevada
12/31/93,34774,8052,51138,19592,11280,42826,62418,Nevada
3/31/94,34927,8499,41816,20498,22108,43426,63924,Nevada
6/30/94,34295,8449,45662,15907,12989,42744,58651,Nevada
9/30/94,37664,8980,48629,17082,15097,46644,63726,Nevada
12/31/94,38386,9092,45869,8008,9617,47478,55486,Nevada
3/31/95,42931,11702,48610,8932,14955,54633,63565,Nevada
6/30/95,42820,10546,46122,8806,16050,53366,62172,Nevada
9/30/95,40518,9086,50961,15611,14254,49604,65215,Nevada
12/31/95,41380,10875,48012,8723,12966,52255,60978,Nevada
3/31/96,40656,13409,49843,13860,18082,54065,67925,Nevada
6/30/96,41216,10088,52856,17474,15922,51304,68778,Nevada
9/30/96,42494,11069,53754,14646,14455,53563,68209,Nevada
12/31/96,45010,9927,49398,9459,14998,54937,64396,Nevada
3/31/97,47482,11689,56606,13097,15662,59171,72268,Nevada
6/30/97,49819,12150,48909,2499,15559,61969,64468,Nevada
9/30/97,46080,8269,52817,13625,15157,54349,67974,Nevada
12/31/97,45753,12055,51637,5885,12056,57808,63693,Nevada
3/31/98,49777,9275,47479,614,12187,59052,59666,Nevada
6/30/98,44283,11895,53131,9385,12432,56178,65563,Nevada
9/30/98,45146,9701,55008,11041,10880,54847,65888,Nevada
12/31/98,50359,8355,62638,16921,12997,58714,75635,Nevada
3/31/99,49308,9678,58412,16550,17124,58986,75536,Nevada
6/30/99,53960,9835,58146,7611,13260,63795,71406,Nevada
9/30/99,51911,10393,60599,10145,11850,62304,72449,Nevada
12/31/99,45534,11481,57241,12853,12627,57015,69868,Nevada
3/31/00,52278,10471,54325,5065,13489,62749,67814,Nevada
6/30/00,48480,12298,59982,10736,11532,60778,71514,Nevada
9/30/00,50983,12570,61787,12167,13933,63553,75720,Nevada
12/31/00,50912,10770,56564,6116,11234,61682,67798,Nevada
3/31/01,49992,12503,61672,13491,14314,62495,75986,Nevada
6/30/01,56202,12115,52394,-4000,11923,68317,64317,Nevada
9/30/01,54997,12416,51355,-2722,13336,67413,64691,Nevada
12/31/01,67847,12242,50853,-17534,11702,80089,62555,Nevada
3/31/02,52943,10921,57002,6818,13680,63864,70682,Nevada
6/30/02,51363,11423,53828,4155,13113,62786,66941,Nevada
9/30/02,49238,11614,55105,7878,13625,60852,68730,Nevada
12/31/02,52181,12350,53915,3413,14029,64531,67944,Nevada
3/31/03,48099,13297,62073,13677,13000,61396,75073,Nevada
6/30/03,56343,10146,52854,-540,13095,66489,65949,Nevada
9/30/03,45324,10061,61236,18953,13102,55385,74338,Nevada
12/31/03,47619,9831,60011,15326,12765,57450,72776,Nevada
3/31/04,48531,11035,59503,13743,13806,59566,73309,Nevada
6/30/04,48888,12712,67895,20098,13803,61600,81698,Nevada
9/30/04,53658,10269,67588,17186,13525,63927,81113,Nevada
12/31/04,51278,10770,65022,17770,14796,62048,79818,Nevada
3/31/05,53697,10029,64100,12636,12262,63726,76362,Nevada
6/30/05,56057,9861,70812,16661,11767,65918,82579,Nevada
9/30/05,52106,9554,68810,19267,12117,61660,80927,Nevada
12/31/05,57158,10091,68710,13586,12125,67249,80835,Nevada
3/31/06,55435,10205,71240,18282,12682,65640,83922,Nevada
6/30/06,63913,9468,66295,6249,13335,73381,79630,Nevada
9/30/06,65679,11189,62129,-2043,12696,76868,74825,Nevada
12/31/06,66720,10632,65767,1202,12787,77352,78554,Nevada
3/31/07,61575,10002,67123,9169,13623,71577,80746,Nevada
6/30/07,66343,11516,61503,-3457,12899,77859,74402,Nevada
9/30/07,71541,11135,57833,-12552,12291,82676,70124,Nevada
12/31/07,67474,10464,70594,7309,14653,77938,85247,Nevada
3/31/08,71523,16204,63567,-10802,13358,87727,76925,Nevada
6/30/08,72269,12988,59867,-13538,11852,85257,71719,Nevada
9/30/08,75217,12538,55255,-20750,11750,87755,67005,Nevada
12/31/08,86671,14474,49968,-39536,11641,101145,61609,Nevada
3/31/09,79358,13676,43583,-38933,10518,93034,54101,Nevada
6/30/09,70560,11579,44756,-27006,10377,82139,55133,Nevada
9/30/09,60516,12985,49226,-13821,10454,73501,59680,Nevada
12/31/09,56034,10771,58632,2624,10797,66805,69429,Nevada
3/31/10,55517,10477,42351,-14670,8973,65994,51324,Nevada
6/30/10,45597,9760,50752,5632,10237,55357,60989,Nevada
9/30/10,52219,10427,45472,-6751,10423,62646,55895,Nevada
12/31/10,48351,9967,56899,10026,11445,58318,68344,Nevada
3/31/11,46750,9614,47751,1115,9728,56364,57479,Nevada
6/30/11,46953,8186,51337,6190,9992,55139,61329,Nevada
9/30/11,46800,10504,50029,2919,10194,57304,60223,Nevada
12/31/11,44813,10493,46104,1873,11075,55306,57179,Nevada
3/31/12,43939,9209,48084,5175,10239,53148,58323,Nevada
6/30/12,44119,8953,52173,9655,10554,53072,62727,Nevada
9/30/12,47838,9231,48572,1291,9788,57069,58360,Nevada
12/31/12,46459,9901,49982,3838,10216,56360,60198,Nevada
3/31/13,45046,9175,52842,8750,10129,54221,62971,Nevada
6/30/13,47643,8718,54754,11083,12690,56361,67444,Nevada
9/30/13,49664,9018,51220,2527,9989,58682,61209,Nevada
12/31/13,45341,8718,52911,9782,10930,54059,63841,Nevada
3/31/14,46104,8900,58840,13569,9733,55004,68573,Nevada
6/30/14,50160,9206,58446,10398,11318,59366,69764,Nevada
9/30/14,50440,9678,58666,9679,11131,60118,69797,Nevada
12/31/14,48156,8808,58426,13369,11907,56964,70333,Nevada
3/31/15,49162,8736,57025,9562,10435,57898,67460,Nevada
6/30/15,53130,9678,55191,3941,11558,62808,66749,Nevada
9/30/15,50159,10704,56096,7296,12063,60863,68159,Nevada
12/31/15,48751,9852,63628,17498,12473,58603,76101,Nevada
3/31/16,55552,10556,59590,5939,12457,66108,72047,Nevada
6/30/16,51999,13363,59819,7533,13076,65362,72895,Nevada
9/30/16,51375,11854,62195,13813,14847,63229,77042,Nevada
12/31/16,53042,11740,57462,6766,14086,64782,71548,Nevada
3/31/17,49362,10166,62525,16394,13397,59528,75922,Nevada
6/30/17,58244,11508,60435,3876,13193,69752,73628,Nevada
9/30/17,57166,10897,59757,5179,13485,68063,73242,Nevada
12/31/17,50635,11121,64429,15695,13022,61756,77451,Nevada
9/30/92,23004,9476,30235,7659,9904,32480,40139,New Hampshire
12/31/92,27457,6252,26076,574,8207,33709,34283,New Hampshire
3/31/93,27801,7596,27557,-115,7725,35397,35282,New Hampshire
6/30/93,25529,8379,28406,3129,8631,33908,37037,New Hampshire
9/30/93,24187,6043,31411,10088,8907,30230,40318,New Hampshire
12/31/93,27515,6744,27806,2855,9308,34259,37114,New Hampshire
3/31/94,26495,7352,30819,5041,8069,33847,38888,New Hampshire
6/30/94,27098,6662,29734,3996,8022,33760,37756,New Hampshire
9/30/94,25852,6783,35644,11591,8582,32635,44226,New Hampshire
12/31/94,29759,6972,29512,2695,9914,36731,39426,New Hampshire
3/31/95,28260,7459,30270,4435,9884,35719,40154,New Hampshire
6/30/95,28840,6564,29344,1973,8033,35404,37377,New Hampshire
9/30/95,27283,7430,33765,7933,8881,34713,42646,New Hampshire
12/31/95,29101,6743,31168,2869,7545,35844,38713,New Hampshire
3/31/96,30294,10795,35544,2298,7843,41089,43387,New Hampshire
6/30/96,30412,7946,32054,1994,8298,38358,40352,New Hampshire
9/30/96,28288,7909,33520,4840,7517,36197,41037,New Hampshire
12/31/96,29433,6951,30801,2747,8330,36384,39131,New Hampshire
3/31/97,28278,7824,33395,5117,7824,36102,41219,New Hampshire
6/30/97,28515,6347,31275,3911,7498,34862,38773,New Hampshire
9/30/97,29460,6326,33170,6690,9306,35786,42476,New Hampshire
12/31/97,30251,7646,33538,4150,8509,37897,42047,New Hampshire
3/31/98,30075,7769,32887,5640,10597,37844,43484,New Hampshire
6/30/98,30476,8234,29813,-217,8680,38710,38493,New Hampshire
9/30/98,30722,8009,35238,5264,8757,38731,43995,New Hampshire
12/31/98,29202,7101,35479,7097,7921,36303,43400,New Hampshire
3/31/99,34364,7504,36179,3505,9194,41868,45373,New Hampshire
6/30/99,32169,7726,32692,1195,8398,39895,41090,New Hampshire
9/30/99,30731,10241,35252,3548,9268,40972,44520,New Hampshire
12/31/99,31046,8008,34436,4244,8862,39054,43298,New Hampshire
3/31/00,32527,8453,37940,7409,10449,40980,48389,New Hampshire
6/30/00,34875,7861,34742,116,8110,42736,42852,New Hampshire
9/30/00,32463,9471,33806,858,8986,41934,42792,New Hampshire
12/31/00,30742,8196,36622,6214,8530,38938,45152,New Hampshire
3/31/01,36173,8865,38245,4495,11288,45038,49533,New Hampshire
6/30/01,40391,10879,33381,-9183,8706,51270,42087,New Hampshire
9/30/01,37790,9537,30788,-7490,9049,47327,39837,New Hampshire
12/31/01,35584,7482,32116,-3178,7772,43066,39888,New Hampshire
3/31/02,33172,9235,35967,2406,8846,42407,44813,New Hampshire
6/30/02,35046,7764,29474,-4444,8892,42810,38366,New Hampshire
9/30/02,30560,7174,31150,440,7024,37734,38174,New Hampshire
12/31/02,34134,7404,31652,-2403,7483,41538,39135,New Hampshire
3/31/03,32322,7503,31201,-22,8602,39825,39803,New Hampshire
6/30/03,30205,7003,30264,-277,6667,37208,36931,New Hampshire
9/30/03,28969,6913,31510,4084,8456,35882,39966,New Hampshire
12/31/03,30355,6852,30710,1986,8483,37207,39193,New Hampshire
3/31/04,30418,6979,34159,4220,7458,37397,41617,New Hampshire
6/30/04,30499,6761,30958,1536,7838,37260,38796,New Hampshire
9/30/04,30857,6691,33185,3409,7772,37548,40957,New Hampshire
12/31/04,31250,8510,32092,160,7828,39760,39920,New Hampshire
3/31/05,33710,7055,31597,-1105,8063,40765,39660,New Hampshire
6/30/05,29699,7151,32784,3691,7757,36850,40541,New Hampshire
9/30/05,31102,7248,32626,1349,7073,38350,39699,New Hampshire
12/31/05,32534,6987,31356,-90,8075,39521,39431,New Hampshire
3/31/06,31313,5925,31769,4931,10400,37238,42169,New Hampshire
6/30/06,32480,7138,31998,-83,7537,39618,39535,New Hampshire
9/30/06,33977,6482,30866,-2403,7190,40459,38056,New Hampshire
12/31/06,30946,6115,32087,2436,7410,37061,39497,New Hampshire
3/31/07,31865,6282,31517,-6,6624,38147,38141,New Hampshire
6/30/07,30331,7139,32428,1981,7023,37470,39451,New Hampshire
9/30/07,32775,6832,30513,-2799,6295,39607,36808,New Hampshire
12/31/07,31250,6543,32169,1960,7584,37793,39753,New Hampshire
3/31/08,31268,7152,31732,-798,5890,38420,37622,New Hampshire
6/30/08,32495,7031,30290,-2173,7063,39526,37353,New Hampshire
9/30/08,32191,6722,27578,-3622,7713,38913,35291,New Hampshire
12/31/08,34753,7077,27076,-7966,6788,41830,33864,New Hampshire
3/31/09,34714,6913,26519,-9492,5616,41627,32135,New Hampshire
6/30/09,33129,7538,27757,-6221,6689,40667,34446,New Hampshire
9/30/09,29599,6729,27318,-2917,6093,36328,33411,New Hampshire
12/31/09,28854,6536,27288,-1345,6757,35390,34045,New Hampshire
3/31/10,30633,5922,28407,-1608,6540,36555,34947,New Hampshire
6/30/10,27144,5885,28654,2506,6881,33029,35535,New Hampshire
9/30/10,27041,6649,27583,-10,6097,33690,33680,New Hampshire
12/31/10,26863,6312,29316,2877,6736,33175,36052,New Hampshire
3/31/11,26441,5934,27388,703,5690,32375,33078,New Hampshire
6/30/11,27971,6062,28676,1038,6395,34033,35071,New Hampshire
9/30/11,27718,5544,27968,3079,8373,33262,36341,New Hampshire
12/31/11,27343,6367,28699,1797,6808,33710,35507,New Hampshire
3/31/12,26581,5905,29049,2832,6269,32486,35318,New Hampshire
6/30/12,28009,5979,29583,3019,7424,33988,37007,New Hampshire
9/30/12,30142,5595,27509,-1280,6948,35737,34457,New Hampshire
12/31/12,28472,5887,27906,72,6525,34359,34431,New Hampshire
3/31/13,26921,5283,28641,2175,5738,32204,34379,New Hampshire
6/30/13,26379,5348,29802,4305,6230,31727,36032,New Hampshire
9/30/13,28936,5211,26501,-1767,5879,34147,32380,New Hampshire
12/31/13,24835,6497,30093,4423,5662,31332,35755,New Hampshire
3/31/14,27109,5029,26349,-546,5243,32138,31592,New Hampshire
6/30/14,27105,5923,30530,3734,6232,33028,36762,New Hampshire
9/30/14,29014,5059,26249,-1983,5841,34073,32090,New Hampshire
12/31/14,26736,6071,30764,4273,6316,32807,37080,New Hampshire
3/31/15,26436,5058,26310,516,5700,31494,32010,New Hampshire
