GeoName,year,Per capita personal income (dollars) ,Personal income (thousands of dollars),Population (persons) ,Disposable personal income (thousands of dollars),Per capita disposable personal income (dollars) ,Employer contributions for employee pension and insurance funds ,Employer contributions for government social insurance,Farm proprietors employment ,Farm proprietors' income,Imputed interest receipts ,Imputed rent,Monetary interest receipts,Monetary rent,Nonfarm proprietors employment,Nonfarm proprietors' income,Average nonfarm proprietors' income,Average wages and salaries,Income maintenance benefits ,Per capita dividends ,Per capita income maintenance benefits ,Per capita interest ,Per capita rent ,Per capita retirement and other ,Per capita unemployment insurance compensation ,Personal dividend income,Personal interest income,Proprietors employment,Proprietors' income,Rental income of persons,Retirement and other,Supplements to wages and salaries,Unemployment insurance compensation,Wage and salary employment,Wages and salaries,Average earnings per job (dollars),"Dividends, interest, and rent",Earnings by place of work,Net earnings by place of residence,"Per capita dividends, interest, and rent ",Per capita net earnings ,Per capita personal current transfer receipts ,Per capita personal income ,Personal current transfer receipts,Total employment (number of jobs),Excluding family assistance ,Family assistance ,Medicaid ,Other government retirement and disability insurance benefits ,Other medical care benefits ,Other unemployment compensation ,Railroad retirement and disability benefits,Unemployment compensation for Federal civilian employees (UCFE),Unemployment compensation for railroad employees,Unemployment compensation for veterans (UCX),Workers' compensation,Earned Income Tax Credit (EITC),Excluding Social Security benefits,Excluding state unemployment insurance compensation,Medicare benefits,Military medical insurance benefits ,Other assistance to veterans 1,Other income maintenance benefits,Public assistance medical care benefits ,Social Security benefits,State unemployment insurance compensation,Supplemental Nutrition Assistance Program (SNAP),Supplemental security income (SSI) benefits,Veterans' life insurance benefits,Veterans' pension and disability benefits,Veterans' readjustment benefits ,Education and training assistance 1,Income maintenance benefits,Medical benefits,Other transfer receipts of individuals from governments 1,Receipts from businesses,Receipts from state and local governments,Receipts from the Federal government,Retirement and disability insurance benefits,Veterans' benefits,Current transfer receipts of individuals from businesses 1,Current transfer receipts of individuals from governments,Current transfer receipts of nonprofit institutions,Personal current transfer receipts (thousands of dollars),Rental income of persons ,"Dividends, interest, and rent (thousands of dollars)",Cattle and calves,Corn,Hogs and pigs,Oats,Other grains,Sheep and other livestock,Sorghum,Soybeans,Wheat,Cotton,Dairy products,Forest and maple products,Fruits and nuts,"Greenhouse, nursery and mushroom products","Hay, silage, etc.",Meat animals and other livestock,Other crops,Poultry and poultry products,Tobacco,Total grains,Vegetables,All other production expenses ,Cash receipts: Crops,Cash receipts: Livestock and products,Feed purchased,Fertilizer and lime (incl. ag. chemicals 1978-fwd.),Government payments,Hired farm labor expenses ,Imputed and miscellaneous income received ,Less: Net income of corporate farms,Less: Production expenses,Livestock purchased,Petroleum products purchased,Plus: Farm supplements to wages and salaries,Plus: Farm wages and salaries,Plus: Statistical adjustment,Plus: Value of inventory change,Seed purchased,Value of inventory change: crops,Value of inventory change: livestock,Value of inventory change: materials and supplies,Cash receipts and other income,Cash receipts from marketings (thousands of dollars),Equals: Farm earnings,Equals: Farm proprietors' income,Equals: Net income including corporate farms,Equals: Realized net income,Other income,Production expenses,Value of inventory change,Employee and self-employed contributions for government social insurance,Equals: Net earnings by place of residence,Farm income ,Less: Contributions for government social insurance ,Nonfarm personal income ,Plus: Adjustment for residence ,"Plus: Dividends, interest, and rent ",Plus: Personal current transfer receipts,Proprietors' income ,Total employment,Income taxes (gross) ,Less: Refunds,Income taxes (net of refunds) ,Other taxes,Other taxes ,Federal government ,Less: Personal current taxes,Local governments,State and local personal property taxes,State governments,Equals: Disposable personal income,Personal current taxes
District of Columbia,2015,73834.0,49671007.0,672736.0,41981158.0,62404.0,13099986.0,4981336.0,0.0,0.0,3965673.0,1610325.0,1232596.0,521757.0,97229.0,6118988.0,62934.0,86872.0,947878.0,3043.0,1409.0,7727.0,3169.0,7736.0,83.0,2047099.0,5198269.0,97229.0,6118988.0,2132082.0,5204105.0,18081322.0,55950.0,777160.0,67513670.0,104889.0,9377450.0,91713980.0,34085624.0,13939.0,50667.0,9228.0,73834.0,6207933.0,874389.0,153484,244021,2483416,2192,9394,99,12327,5124,171,309,29304,133636,43823,5703,1071315,36592,0,397505,2492810,1108072,50247,226383,190354,2224,89154,28702,151179,947878,3600717,27590,36719,16166,29333,1151895,120080,70426,6055289,82218,6207933,2132082.0,9377450.0,0,0,0,0,0,0,0,0,0,0,0,(NA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4743556.0,34085624.0,0.0,9724892.0,49671007.0,-47903464.0,9377450.0,6207933.0,6118988.0,874389.0,6479472.0,548734.0,5930738.0,1193.0,0.0,5930738.0,7689849.0,1759111.0,0.0,0.0,41981158.0,7689849.0
Florida,2015,45388.0,919957986.0,20268567.0,817512917.0,40334.0,59637246.0,28307044.0,38338.0,2070220.0,75783295.0,26398319.0,45972838.0,12022253.0,2855799.0,47376746.0,16590.0,47711.0,17399290.0,4776.0,858.0,6007.0,1896.0,8038.0,31.0,96803119.0,121756133.0,2894137.0,49446966.0,38420572.0,162916472.0,87944290.0,638188.0,8476957.0,404445735.0,47650.0,256979824.0,541836991.0,482024212.0,12679.0,23782.0,8928.0,45388.0,180953950.0,11371094.0,2156126,632238,20945252,285382,336757,3613,667156,2119,2358,4581,392928,5560315,1345466,12671,53074771,1585170,1791,2788364,21282009,63951364,625517,5427182,3623429,94106,5706315,968508,3968507,17399290,75941950,6139414,1152616,507468,920762,65296830,6770720,2218205,176154899,2580846,180953950,38420572.0,256979824.0,933313,18671,2652,0,0,151728,0,8993,1818,54151,548688,(NA),1803909,1526340,55480,1087693,988861,587733,0,29482,1467592,2362056,5925815,2224114,410000,840000,68912,1737709,327799,164155,6236288,178634,217889,148732,1027286,(L),-75972,490000,-29008,1460,-48424,8546640,8149929,3246238,2070220,2234380,2310352,396711,6236288,-75972,34828988.0,482024212.0,3184737.0,63136032.0,916773249.0,3323253.0,256979824.0,180953950.0,49446966.0,11371094.0,117180191.0,16275762.0,100904429.0,210438.0,28943.0,100904429.0,102445069.0,210448.0,230119.0,1100073.0,817512917.0,102445069.0
Georgia,2015,41020.0,418382680.0,10199533.0,370666129.0,36341.0,35758023.0,15631400.0,34699.0,2029460.0,22463521.0,10881297.0,8913949.0,4028294.0,1358286.0,29084637.0,21413.0,50445.0,9475540.0,2640.0,929.0,3076.0,1462.0,6215.0,44.0,26930838.0,31377470.0,1392985.0,31114097.0,14909591.0,63390568.0,51389423.0,444633.0,4444464.0,224202429.0,52541.0,73217899.0,306705949.0,271854040.0,7179.0,26654.0,7188.0,41020.0,73310741.0,5837449.0,1572761,380605,9687558,123508,248971,4846,401627,2989,3376,8035,168276,3152052,693411,19246,16924664,855734,8669,1953366,9936529,24937431,425387,2693800,1676322,37300,3168627,482119,1978350,9475540,27716927,1963794,578275,254600,461953,25630842,3696715,1109112,70906801,1294828,73310741,14909591.0,73217899.0,777256,176895,94141,2101,3144,134126,3966,93622,25988,757244,357800,(NA),369716,195009,37794,1005523,730394,5094856,64346,305716,549263,3042370,3009482,6458179,2270000,790000,305483,581169,1024214,55497,8562782,1157407,311836,48270,381183,(L),-149614,410000,-220706,92303,-21211,10797358,9467661,2458913,2029460,2084962,2234576,1329697,8562782,-149614,17922225.0,271854040.0,2439389.0,33553625.0,415943291.0,-1298284.0,73217899.0,73310741.0,31114097.0,5837449.0,43820093.0,7170009.0,36650084.0,36267.0,54862.0,36650084.0,47716551.0,36267.0,466864.0,10563336.0,370666129.0,47716551.0
Hawaii,2015,48823.0,69637831.0,1426320.0,62049525.0,43503.0,7253498.0,2799263.0,5712.0,-32613.0,5262450.0,3310941.0,1470208.0,1511965.0,180252.0,4877849.0,27061.0,48368.0,1292814.0,2339.0,906.0,4720.0,3381.0,6647.0,101.0,3336530.0,6732658.0,185964.0,4845236.0,4822906.0,9480042.0,10052761.0,143976.0,715730.0,34618520.0,54915.0,14892094.0,49516517.0,43828905.0,10441.0,30729.0,7654.0,48823.0,10916832.0,901694.0,293400,89998,2055411,30794,29757,443,3433,2408,0,4781,30752,253735,64979,7632,2207242,97360,(L),383398,2085168,3790203,136344,486715,168966,9367,399226,178699,229423,1292814,4389770,84362,80347,35375,64185,3855182,587295,154103,10582822,179907,10916832,4822906.0,14892094.0,64276,0,2977,0,0,40846,0,0,0,0,10022,(NA),134174,55977,0,108099,65961,20574,0,0,83899,308198,340011,138695,33876,71029,24841,276555,89116,-110860,742105,5513,26341,29514,239482,0,5969,20593,0,8014,-2045,592663,478706,236383,-32613,-143473,-149442,113957,742105,5969,2888349.0,43828905.0,223691.0,5687612.0,69414140.0,0.0,14892094.0,10916832.0,4845236.0,901694.0,6249505.0,935528.0,5313977.0,10563.0,15545.0,5313977.0,7588306.0,106809.0,0.0,2167520.0,62049525.0,7588306.0
Idaho,2015,38931.0,64209286.0,1649324.0,57716443.0,34994.0,4705654.0,2467085.0,22323.0,1653771.0,3758716.0,2092196.0,1787254.0,963401.0,222829.0,6033128.0,27075.0,39599.0,1019151.0,3132.0,618.0,3363.0,1853.0,6482.0,77.0,5166019.0,5545970.0,245152.0,7686899.0,3055597.0,10690424.0,7172739.0,127313.0,704095.0,27881452.0,45026.0,13767586.0,42741090.0,38604812.0,8347.0,23406.0,7177.0,38931.0,11836888.0,949247.0,209778,14445,1707201,9643,94351,2469,108931,2509,504,478,141467,326584,260041,5960,2578264,74267,0,224223,1801552,4529376,121353,262529,205815,6547,412625,53031,271699,1019151,4454083,310513,94419,41570,75427,4789417,472203,181093,11444379,211416,11836888,3055597.0,13767586.0,2229986,52873,22605,1925,386941,157076,0,0,446567,0,2351527,(NA),29348,48735,440039,2409667,385766,100558,0,888306,1152819,2619992,2945013,4861752,1400724,766040,86249,711675,402106,66331,6773394,831314,226931,65043,545964,(L),198381,216718,54981,172682,-29282,8295120,7806765,2264778,1653771,1720107,1521726,488355,6773394,198381,2632954.0,38604812.0,2236766.0,5100039.0,61972520.0,963761.0,13767586.0,11836888.0,7686899.0,949247.0,5703519.0,897425.0,4806094.0,16895.0,40535.0,4806094.0,6492843.0,21725.0,0.0,1665024.0,57716443.0,6492843.0
Illinois,2015,50745.0,652685245.0,12862051.0,566341873.0,44032.0,54322080.0,23991650.0,60902.0,-14273.0,37327807.0,16597966.0,21349056.0,8057485.0,1548025.0,46293046.0,29905.0,56986.0,11460217.0,3658.0,891.0,4562.0,1917.0,6736.0,139.0,47049497.0,58676863.0,1608927.0,46278773.0,24655451.0,86640541.0,78313730.0,1789269.0,6143223.0,350076101.0,61231.0,130381811.0,474668604.0,422413407.0,10137.0,32842.0,7766.0,50745.0,99890027.0,7752150.0,2718030,1042654,18443793,224234,309641,11914,745767,6694,8163,11027,149676,2656942,1119677,37798,24534771,210152,2390,3760684,18753434,33343755,1751471,3174120,1868471,43496,1701764,313985,2364733,11460217,43498357,1219677,729527,321192,582779,34463432,2061635,1399209,96857320,1633498,99890027,24655451.0,130381811.0,868269,7597694,1573611,4596,1203,74534,12320,4976980,149261,0,333114,(NA),22237,204197,53879,2516414,276219,227510,0,12742054,97968,9119511,13396554,3077038,1370000,3320000,417077,795057,1460836,-6022,17987078,745925,606585,64109,494944,(L),-384712,2030000,-474848,136333,-46197,18351505,16473592,544780,-14273,-20285,364427,1877913,17987078,-384712,26158630.0,422413407.0,517076.0,50150280.0,652168169.0,-2104917.0,130381811.0,99890027.0,46278773.0,7752150.0,80286321.0,10454484.0,69831837.0,157310.0,79644.0,69831837.0,86343372.0,179282.0,0.0,16332253.0,566341873.0,86343372.0
Indiana,2015,41862.0,276730346.0,6610596.0,247389828.0,37423.0,21686064.0,10449033.0,50863.0,764441.0,11776123.0,6744871.0,5390335.0,2421787.0,640793.0,24269031.0,37873.0,44659.0,5122880.0,2524.0,775.0,2597.0,1387.0,7458.0,55.0,16684099.0,17166458.0,691656.0,25033472.0,9166658.0,49299764.0,32135097.0,361268.0,3105873.0,138703704.0,51579.0,43017215.0,195872273.0,178929219.0,6507.0,27067.0,8287.0,41862.0,54783912.0,3797529.0,1500113,169471,9979461,210834,47674,5997,365416,1172,3923,3390,49986,1387483,626236,14482,12849541,168336,340,1669584,10027135,20118195,346786,1199825,865988,17758,1243309,144037,1722997,5122880,23045012,828078,373772,164562,298586,20744431,1405444,716882,53230110,836920,54783912,9166658.0,43017215.0,520776,3638872,1322207,364,(L),73494,0,2644103,114043,0,687656,(NA),15025,79116,67149,1916477,121878,1841204,0,6397383,101819,5022995,6782370,4445337,1410000,1700000,220742,527449,876394,24412,10668202,704046,353712,39912,352385,(L),-867781,950000,-941095,59865,13449,12324843,11227707,1156738,764441,788860,1656641,1097136,10668202,-867781,11960901.0,178929219.0,1137938.0,22409934.0,275592408.0,5466880.0,43017215.0,54783912.0,25033472.0,3797529.0,26907660.0,4618476.0,22289184.0,26319.0,132802.0,22289184.0,29340518.0,1235590.0,199200.0,5616544.0,247389828.0,29340518.0
Iowa,2015,45800.0,142825634.0,3118473.0,127468027.0,40875.0,11836599.0,5271914.0,71906.0,4971390.0,7368824.0,3606452.0,3703393.0,2481962.0,361253.0,10216515.0,28281.0,43062.0,1956572.0,2918.0,627.0,3551.0,1952.0,7159.0,129.0,9100940.0,11072217.0,433159.0,15187905.0,6088414.0,22325823.0,17108513.0,402682.0,1627194.0,70070123.0,49684.0,26261571.0,102366541.0,91878986.0,8421.0,29463.0,7916.0,45800.0,24685077.0,2060353.0,536132,92458,4577554,13988,95245,6262,207950,1089,1195,2439,18943,490762,240881,10985,5672314,53258,1457,628590,4672799,9323983,391697,502681,334539,13439,584559,70936,742206,1956572,10398371,219142,175808,77404,140443,9564864,670391,337194,23954228,393655,24685077,6088414.0,26261571.0,4856092,8039160,7854862,5570,0,262235,0,4316924,2150,0,834379,(NA),7541,84112,118768,12973189,360733,1862821,0,12363804,4238,12194795,12939196,15670389,5190000,3030000,1408333,940850,2710424,158196,27989331,3897540,726146,70209,603818,(L),390592,2010000,305150,29769,55673,32728342,28609585,5645417,4971390,5129603,4739011,4118757,27989331,390592,6139081.0,91878986.0,5621553.0,11410995.0,137204081.0,923440.0,26261571.0,24685077.0,15187905.0,2060353.0,13147759.0,1952967.0,11194792.0,17835.0,33255.0,11194792.0,15357607.0,146488.0,0.0,4016327.0,127468027.0,15357607.0
Kansas,2015,47009.0,136598008.0,2905789.0,122370878.0,42113.0,10859367.0,5288254.0,52365.0,2008627.0,8016358.0,3046666.0,3683040.0,1578343.0,377282.0,13965723.0,37017.0,44986.0,1871862.0,3390.0,644.0,4026.0,1592.0,6585.0,89.0,9850367.0,11699398.0,429647.0,15974350.0,4625009.0,19135066.0,16147621.0,259560.0,1482065.0,66672484.0,51679.0,26174774.0,98794455.0,89156746.0,9008.0,30682.0,7319.0,47009.0,21266488.0,1911712.0,563290,105286,3034884,31442,101281,6534,332221,1875,1411,3127,21624,526116,385287,12947,5224259,178114,1309,668576,3136165,8053801,246613,364766,312404,11580,638832,106006,407765,1871862,8538538,307995,164527,72437,131432,8439088,757727,315557,20582535,368396,21266488,4625009.0,26174774.0,11355310,1865179,601215,4390,39244,211932,764786,1097634,1415156,12287,534716,(NA),3500,66709,193505,12168457,136083,134729,0,5186389,14980,5803615,5613453,12837902,2546000,1760000,531766,752510,1104756,100079,18908363,6841091,505147,46768,464656,(L),929203,700000,514226,524450,-109473,20087877,18451355,2520051,2008627,2108717,1179514,1636522,18908363,929203,5755769.0,89156746.0,2499457.0,11044023.0,134098551.0,1406314.0,26174774.0,21266488.0,15974350.0,1911712.0,13522298.0,1924770.0,11597528.0,14000.0,28908.0,11597528.0,14227130.0,27413.0,152349.0,2449840.0,122370878.0,14227130.0
Kentucky,2015,38504.0,170266901.0,4422057.0,151845668.0,34338.0,15026661.0,6740293.0,69181.0,459709.0,8164639.0,4254602.0,3222139.0,1544402.0,425599.0,9867004.0,23184.0,43149.0,4075938.0,2125.0,922.0,2575.0,1311.0,8533.0,72.0,9399011.0,11386778.0,494780.0,10326713.0,5799004.0,37733203.0,21766954.0,319478.0,1978585.0,85374708.0,47493.0,26584793.0,117468375.0,101553489.0,6012.0,22965.0,9527.0,38504.0,42128619.0,2473365.0,584765,206674,9820959,78553,87820,9436,328590,3823,2264,7025,229792,1014665,636935,22548,9489735,164995,0,791439,9908779,13556807,296930,1072060,1197774,12794,1239782,134278,1235085,4075938,19563509,315739,249760,109963,199520,14193742,1386854,479031,41090345,559243,42128619,5799004.0,26584793.0,1267025,750124,143358,0,0,276781,0,788400,150398,0,201160,(NA),6676,71274,215634,1687164,52526,1220334,403366,1688922,4100,2688596,2442498,3108658,997303,553936,127707,416761,549996,7005,5895532,741328,231421,43856,288406,(L),133390,266187,-25479,167979,-9110,6228859,5551156,791971,459709,466717,333327,677703,5895532,133390,7294815.0,101553489.0,775578.0,14035108.0,169491323.0,-1879778.0,26584793.0,42128619.0,10326713.0,2473365.0,15521203.0,2892898.0,12628305.0,11986.0,32843.0,12628305.0,18421233.0,1295589.0,162143.0,4335196.0,151845668.0,18421233.0
Louisiana,2015,42835.0,200091950.0,4671211.0,181764312.0,38912.0,17061765.0,6315508.0,23143.0,305956.0,9048812.0,4767579.0,3832933.0,2257246.0,596658.0,19337687.0,32410.0,46790.0,4606394.0,2860.0,986.0,2758.0,1504.0,7738.0,56.0,13361774.0,12881745.0,619801.0,19643643.0,7024825.0,36147216.0,23377273.0,261443.0,2076737.0,97169964.0,51989.0,33268344.0,140190880.0,125808553.0,7122.0,26933.0,8780.0,42835.0,41015053.0,2696538.0,593348,76027,8882941,20569,56351,1223,170106,400,1681,791,132568,1503246,323243,4095,10302664,233152,1446,669375,8939292,11996486,257348,1286397,1147376,14383,1221512,139363,1144093,4606394,19475108,729252,264178,116311,211038,12319729,1376704,510803,39912723,591527,41015053,7024825.0,33268344.0,449405,246344,994,0,379031,147575,45457,698640,17307,96356,34960,(NA),12022,69628,28951,597974,451567,622464,0,1386779,49610,1501116,2094913,1255398,326431,521270,175667,274861,250655,7849,3228612,178208,199413,28632,200222,(L),-234214,227313,-200581,-28927,-4706,3776633,3350311,534810,305956,313807,548021,426322,3228612,-234214,7552831.0,125808553.0,524575.0,13868339.0,199567375.0,-513988.0,33268344.0,41015053.0,19643643.0,2696538.0,18796374.0,3544082.0,15252292.0,15692.0,33974.0,15252292.0,18327638.0,17429.0,0.0,3057917.0,181764312.0,18327638.0
Maine,2015,42875.0,56928613.0,1327787.0,50872572.0,38314.0,4684100.0,2024246.0,7560.0,-1050.0,3154050.0,1725062.0,1403916.0,753115.0,184547.0,4032146.0,21849.0,42930.0,995231.0,2309.0,750.0,3433.0,1866.0,8821.0,97.0,3065269.0,4557966.0,192107.0,4031096.0,2478177.0,11712346.0,6708346.0,129432.0,625249.0,26841674.0,45979.0,10101412.0,37581116.0,33990192.0,7608.0,25599.0,9668.0,42875.0,12837009.0,817356.0,184387,61087,2461034,14532,36525,6110,51907,611,462,774,26433,223478,92872,7957,3107759,36367,63,245474,2497559,4550344,121475,268496,257783,7218,524263,41369,211078,995231,5641685,330567,75266,33138,60126,4643216,572913,144357,12524122,168530,12837009,2478177.0,10101412.0,50862,0,1523,2813,2121,21269,0,0,0,0,119180,(NA),72480,72470,10701,73654,24470,98666,0,4934,121183,329984,306238,291500,88654,58123,12369,131111,56276,-44308,710512,33494,35223,15397,102981,0,-1229,33923,2320,-5173,1624,666383,597738,117328,-1050,-45358,-44129,68645,710512,-1229,2472537.0,33990192.0,110739.0,4496783.0,56817874.0,905859.0,10101412.0,12837009.0,4031096.0,817356.0,5106039.0,793040.0,4312999.0,5305.0,27131.0,4312999.0,6056041.0,10761.0,77627.0,1654654.0,50872572.0,6056041.0
Maryland,2015,56197.0,337212412.0,6000561.0,290739616.0,48452.0,27910685.0,12246688.0,10770.0,190260.0,24804880.0,12221105.0,7412467.0,3075080.0,825137.0,25076988.0,30391.0,58641.0,4539885.0,2867.0,757.0,5369.0,2549.0,6942.0,111.0,17205497.0,32217347.0,835907.0,25267248.0,15296185.0,41656490.0,40157373.0,667387.0,2769217.0,162388550.0,63191.0,64719029.0,227813171.0,225629621.0,10785.0,37601.0,7810.0,56197.0,46863762.0,3605124.0,1087806,430873,9796095,99644,21862,6450,190332,4182,1891,6319,354322,1046855,644298,18842,11601158,262051,539,1518679,9817957,14825239,648545,1144580,829771,24162,1293632,337055,889017,4539885,21681166,545332,340635,149973,272115,15469537,1655388,653327,45447712,762723,46863762,15296185.0,64719029.0,177291,214781,12173,0,5965,36230,0,150443,62368,0,171776,(NA),15472,209931,27944,225694,24184,1044421,0,433557,54827,979497,765915,1441891,533419,189053,26786,183962,244092,6929,2254593,166001,74908,22180,137404,(L),-26901,127753,-36115,7753,1461,2478684,2207806,349844,190260,197190,224091,270878,2254593,-26901,13178031.0,225629621.0,340104.0,25424719.0,336872308.0,23241169.0,64719029.0,46863762.0,25267248.0,3605124.0,36917565.0,4602397.0,32315168.0,84126.0,293228.0,32315168.0,46472796.0,4989608.0,0.0,9168020.0,290739616.0,46472796.0
Massachusetts,2015,62755.0,426359872.0,6794002.0,358435461.0,52758.0,35963021.0,15555926.0,6682.0,-14483.0,23199117.0,13141512.0,13586292.0,5417384.0,1014676.0,31602357.0,31145.0,65161.0,6096184.0,4303.0,897.0,5414.0,2732.0,8195.0,210.0,29235564.0,36785409.0,1021358.0,31587874.0,18558896.0,55680022.0,51518947.0,1423653.0,3612867.0,235419759.0,68734.0,84579869.0,318526580.0,278580144.0,12449.0,41004.0,9302.0,62755.0,63199859.0,4634225.0,1927747,843343,16487899,79698,426697,9607,84628,5167,1288,12441,125807,899198,290133,28503,15172941,96888,3139,2771090,16914596,18644313,1395150,1183701,1242195,28342,1147927,202492,941638,6096184,32184425,657729,380046,167325,303598,18934446,1381900,728915,61619975,850969,63199859,18558896.0,84579869.0,16288,0,2735,0,0,40912,0,0,0,0,39990,(NA),111104,89648,6826,59935,7272,24116,4861,0,30843,279846,250554,124041,43013,29915,4306,157959,84266,-108946,587821,7386,26388,20469,125685,0,1225,43314,2405,407,-1587,463167,374595,131671,-14483,-123429,-124654,88572,587821,1225,17285967.0,278580144.0,121580.0,32841893.0,426238292.0,-7104543.0,84579869.0,63199859.0,31587874.0,4634225.0,57832002.0,5659329.0,52172673.0,81318.0,367620.0,52172673.0,67924411.0,81318.0,306085.0,15364335.0,358435461.0,67924411.0
Michigan,2015,43072.0,427199321.0,9918170.0,378133263.0,38125.0,34303152.0,16288053.0,45763.0,554745.0,20744130.0,10387003.0,10804281.0,3834900.0,1129521.0,27104489.0,23996.0,49600.0,8405212.0,2983.0,847.0,3181.0,1434.0,8287.0,93.0,29583776.0,31548411.0,1175284.0,27659234.0,14221903.0,82193894.0,50591205.0,922551.0,4329830.0,214758816.0,53225.0,75354090.0,293009255.0,260323574.0,7598.0,26247.0,9228.0,43072.0,91521657.0,5505114.0,1486823,534246,16472810,274128,89182,17284,304194,3058,1963,4244,75649,2089754,653971,26549,23332390,158721,0,2021069,16561992,33765453,896002,2325862,1968527,32816,1976754,206193,1905562,8405212,40053103,1256924,563644,248158,450265,34419424,2215763,1081051,89178539,1262067,91521657,14221903.0,75354090.0,743914,1195872,416799,2080,163375,87235,0,813868,209518,0,1698678,(NA),452882,684136,136951,1247948,407058,685566,0,2384713,539336,3684273,4605076,3632192,1275444,974152,187155,1081164,715123,18848,8472829,362797,353714,109083,841709,(L),-93119,741285,-128133,27478,7536,9139546,8237268,1505537,554745,573598,666717,902278,8472829,-93119,18473171.0,260323574.0,1455427.0,34761224.0,425743894.0,2075543.0,75354090.0,91521657.0,27659234.0,5505114.0,44813189.0,6671490.0,38141699.0,40822.0,330664.0,38141699.0,49066058.0,515185.0,276407.0,10132767.0,378133263.0,49066058.0
Minnesota,2015,51139.0,280406484.0,5483238.0,240749224.0,43906.0,21526655.0,11447603.0,64374.0,2773116.0,13821823.0,7479054.0,7302802.0,3626949.0,677657.0,18956918.0,27974.0,52612.0,4031810.0,3761.0,735.0,3853.0,2025.0,7212.0,135.0,20620954.0,21124625.0,742031.0,21730034.0,11106003.0,39545674.0,32974258.0,742430.0,2925540.0,153917745.0,56883.0,52851582.0,208622037.0,183234988.0,9639.0,33417.0,8083.0,51139.0,44319914.0,3667571.0,1464443,382017,10564154,39042,23158,13452,324094,2021,1803,5499,99004,783374,462140,22775,9477942,108769,4442,1846460,10587312,14975083,719655,649508,752468,24779,1132038,136686,1099496,4031810,20174023,243331,311193,137010,248595,15437223,1297945,596858,43026258,696798,44319914,11106003.0,52851582.0,2342280,4077371,2856072,13750,184083,162454,0,2750087,364002,0,1646832,(NA),24784,139168,114746,5360806,790033,1329519,0,7389293,395845,8337333,8853869,8337157,2640000,2340000,976584,792582,1892720,63770,17931739,1579937,631887,71553,592204,(L),708305,1610000,485329,131370,91606,20060330,17191026,3436873,2773116,2836896,2128591,2869304,17931739,708305,12629566.0,183234988.0,3406368.0,24077169.0,277000116.0,-1309880.0,52851582.0,44319914.0,21730034.0,3667571.0,31405668.0,3470236.0,27935432.0,58998.0,195235.0,27935432.0,39657260.0,64598.0,234840.0,11422390.0,240749224.0,39657260.0
Mississippi,2015,34804.0,103901356.0,2985297.0,95102083.0,31857.0,7544192.0,3529583.0,31786.0,858679.0,5262084.0,2439324.0,1693894.0,936185.0,334917.0,7310929.0,21829.0,38550.0,3243573.0,1854.0,1087.0,2330.0,1131.0,8050.0,44.0,5534920.0,6955978.0,366703.0,8169608.0,3375509.0,24031771.0,11073775.0,130332.0,1203021.0,46377045.0,41804.0,15866407.0,65620428.0,60629273.0,5315.0,20309.0,9180.0,34804.0,27405676.0,1569724.0,412976,24817,5175939,25894,146855,1162,133058,1068,817,713,44183,1160644,203135,3760,6678904,152688,1288,437793,5322794,8932107,126572,874901,770235,8980,802372,91118,658609,3243573,12154386,477284,168523,74197,134624,9135242,903758,325148,26703184,377344,27405676,3375509.0,15866407.0,528315,310998,190793,0,149538,325801,32463,1095491,27932,306979,31622,(NA),16098,43514,25513,1044909,104868,2739385,0,1616422,99369,2348046,2212763,3815916,1237557,587819,174356,333423,630127,14365,5823260,764799,244589,28561,212351,(L),-136855,307027,-170551,47450,-13754,6833162,6028679,1099591,858679,873047,1009902,804483,5823260,-136855,4420232.0,60629273.0,1087692.0,7949815.0,102813664.0,2958660.0,15866407.0,27405676.0,8169608.0,1569724.0,8845132.0,2186019.0,6659113.0,21734.0,79672.0,6659113.0,8799273.0,21734.0,104698.0,2013728.0,95102083.0,8799273.0
Missouri,2015,42406.0,257514867.0,6072640.0,228322144.0,37598.0,22699226.0,9875830.0,89039.0,348269.0,14118346.0,6332092.0,6685084.0,2380011.0,680462.0,17508555.0,25730.0,46590.0,4323343.0,2888.0,712.0,3426.0,1435.0,7740.0,65.0,17540176.0,20803430.0,769501.0,17856824.0,8712103.0,47002966.0,32575056.0,393926.0,2889597.0,134626856.0,50575.0,47055709.0,185058736.0,158738923.0,7749.0,26140.0,8517.0,42406.0,51720235.0,3659098.0,635584,227305,9704613,56097,93712,9721,440177,4929,2362,2254,77480,1302738,573754,19266,12604256,327633,1044,862889,9798325,18393827,374660,1218153,939563,23751,1639129,188919,1092014,4323343,22730214,932950,343357,151171,274289,18967581,1852843,658547,50292871,768817,51720235,8712103.0,47055709.0,2685279,1843966,1207960,762,156656,105947,39114,1882905,127654,170183,248640,(NA),31491,81077,154649,3999186,81320,1694271,0,4051057,44333,4899001,4614110,5942097,1620000,1430000,209237,420895,1120651,8863,10721154,1276460,414798,34657,302273,(L),-807803,660000,-823025,168469,-153247,11886095,10556207,685199,348269,357138,1164941,1329888,10721154,-807803,11229166.0,158738923.0,670006.0,21104996.0,256844861.0,-5214817.0,47055709.0,51720235.0,17856824.0,3659098.0,26131144.0,4103686.0,22027458.0,163455.0,60900.0,22027458.0,29192723.0,513307.0,396726.0,6255232.0,228322144.0,29192723.0
