GeoName,year,Per capita personal income (dollars) ,Personal income (thousands of dollars),Population (persons) ,Disposable personal income (thousands of dollars),Per capita disposable personal income (dollars) ,Employer contributions for employee pension and insurance funds ,Employer contributions for government social insurance,Farm proprietors employment ,Farm proprietors' income,Imputed interest receipts ,Imputed rent,Monetary interest receipts,Monetary rent,Nonfarm proprietors employment,Nonfarm proprietors' income,Average nonfarm proprietors' income,Average wages and salaries,Income maintenance benefits ,Per capita dividends ,Per capita income maintenance benefits ,Per capita interest ,Per capita rent ,Per capita retirement and other ,Per capita unemployment insurance compensation ,Personal dividend income,Personal interest income,Proprietors employment,Proprietors' income,Rental income of persons,Retirement and other,Supplements to wages and salaries,Unemployment insurance compensation,Wage and salary employment,Wages and salaries,Average earnings per job (dollars),"Dividends, interest, and rent",Earnings by place of work,Net earnings by place of residence,"Per capita dividends, interest, and rent ",Per capita net earnings ,Per capita personal current transfer receipts ,Per capita personal income ,Personal current transfer receipts,Total employment (number of jobs),Excluding family assistance ,Family assistance ,Medicaid ,Other government retirement and disability insurance benefits ,Other medical care benefits ,Other unemployment compensation ,Railroad retirement and disability benefits,Unemployment compensation for Federal civilian employees (UCFE),Unemployment compensation for railroad employees,Unemployment compensation for veterans (UCX),Workers' compensation,Earned Income Tax Credit (EITC),Excluding Social Security benefits,Excluding state unemployment insurance compensation,Medicare benefits,Military medical insurance benefits ,Other assistance to veterans 1,Other income maintenance benefits,Public assistance medical care benefits ,Social Security benefits,State unemployment insurance compensation,Supplemental Nutrition Assistance Program (SNAP),Supplemental security income (SSI) benefits,Veterans' life insurance benefits,Veterans' pension and disability benefits,Veterans' readjustment benefits ,Education and training assistance 1,Income maintenance benefits,Medical benefits,Other transfer receipts of individuals from governments 1,Receipts from businesses,Receipts from state and local governments,Receipts from the Federal government,Retirement and disability insurance benefits,Veterans' benefits,Current transfer receipts of individuals from businesses 1,Current transfer receipts of individuals from governments,Current transfer receipts of nonprofit institutions,Personal current transfer receipts (thousands of dollars),Rental income of persons ,"Dividends, interest, and rent (thousands of dollars)",Cattle and calves,Corn,Hogs and pigs,Oats,Other grains,Sheep and other livestock,Sorghum,Soybeans,Wheat,Cotton,Dairy products,Forest and maple products,Fruits and nuts,"Greenhouse, nursery and mushroom products","Hay, silage, etc.",Meat animals and other livestock,Other crops,Poultry and poultry products,Tobacco,Total grains,Vegetables,All other production expenses ,Cash receipts: Crops,Cash receipts: Livestock and products,Feed purchased,Fertilizer and lime (incl. ag. chemicals 1978-fwd.),Government payments,Hired farm labor expenses ,Imputed and miscellaneous income received ,Less: Net income of corporate farms,Less: Production expenses,Livestock purchased,Petroleum products purchased,Plus: Farm supplements to wages and salaries,Plus: Farm wages and salaries,Plus: Statistical adjustment,Plus: Value of inventory change,Seed purchased,Value of inventory change: crops,Value of inventory change: livestock,Value of inventory change: materials and supplies,Cash receipts and other income,Cash receipts from marketings (thousands of dollars),Equals: Farm earnings,Equals: Farm proprietors' income,Equals: Net income including corporate farms,Equals: Realized net income,Other income,Production expenses,Value of inventory change,Employee and self-employed contributions for government social insurance,Equals: Net earnings by place of residence,Farm income ,Less: Contributions for government social insurance ,Nonfarm personal income ,Plus: Adjustment for residence ,"Plus: Dividends, interest, and rent ",Plus: Personal current transfer receipts,Proprietors' income ,Total employment,Income taxes (gross) ,Less: Refunds,Income taxes (net of refunds) ,Other taxes,Other taxes ,Federal government ,Less: Personal current taxes,Local governments,State and local personal property taxes,State governments,Equals: Disposable personal income,Personal current taxes
Kentucky,2002,25965.0,106192366.0,4089875.0,94602655.0,23131.0,10137273.0,4419015.0,83906.0,353965.0,6662787.0,1676494.0,4240120.0,599125.0,314748.0,7185432.0,22829.0,30379.0,2085958.0,1097.0,510.0,2666.0,556.0,4154.0,157.0,4487287.0,10902907.0,398654.0,7539397.0,2275619.0,16988466.0,14556288.0,643372.0,1865802.0,56680539.0,34788.0,17665813.0,78776224.0,68808757.0,4319.0,16824.0,4821.0,25965.0,19717796.0,2264456.0,220449,142178,3827170,120526,28811,12857,227784,5178,2412,7909,149254,480154,497564,28356,3853351,86060,0,362627,3855981,6939290,615016,421321,821856,16867,458290,21586,545749,2085958,7795392,6226,146700,90914,131067,7436854,496743,338821,19010294,368681,19717796,2275619.0,17665813.0,585895,284451,98181,0,895,767574,1777,260444,55921,0,208560,(NA),5111,62538,58884,1451650,4602,516917,443031,603488,15000,1831991,1192654,2177127,485193,278954,138262,419982,499858,37330,3572435,298839,128980,37834,287702,(L),-44170,128496,-146401,63583,38648,4007901,3369781,679501,353965,391296,435466,638120,3572435,-44170,4606231.0,68808757.0,660776.0,9025246.0,105531590.0,-942221.0,17665813.0,19717796.0,7539397.0,2264456.0,10096960.0,2307900.0,7789060.0,28288.0,20025.0,7789060.0,11589711.0,840019.0,131700.0,2828932.0,94602655.0,11589711.0
Louisiana,2002,25868.0,116334048.0,4497267.0,105721664.0,23508.0,10011866.0,4089728.0,24596.0,218379.0,6715434.0,1521577.0,4013652.0,858425.0,373566.0,11198550.0,29977.0,30275.0,2720985.0,1065.0,605.0,2386.0,529.0,4057.0,88.0,4791598.0,10729086.0,398162.0,11416929.0,2380002.0,18245235.0,14101594.0,396639.0,2001759.0,60603891.0,35886.0,17900686.0,86122414.0,77070503.0,3980.0,17137.0,4750.0,25868.0,21362859.0,2399921.0,291644,119197,4836927,5078,0,1121,123493,2047,1368,3460,38971,934008,167542,7996,4591421,96434,456,410841,4836927,6590736,388643,614754,761382,20562,488125,24683,643660,2720985,9524782,7720,161104,99840,143936,6758278,533826,372089,20585890,404880,21362859,2380002.0,17900686.0,211173,141790,2556,0,115834,109590,33254,115202,26729,135867,73840,(NA),12664,76348,12822,323319,330730,306686,0,432809,76072,946218,1077312,703845,146225,322839,293686,268466,161241,37881,1979424,89122,101755,29289,182439,(L),-399,104799,-15620,5606,9615,2236084,1781157,430107,218379,256261,256660,454927,1979424,-399,4547817.0,77070503.0,417681.0,8637545.0,115916367.0,-414366.0,17900686.0,21362859.0,11416929.0,2399921.0,11351828.0,2750710.0,8601118.0,19997.0,28547.0,8601118.0,10612384.0,21985.0,0.0,1989281.0,105721664.0,10612384.0
Maine,2002,29442.0,38155280.0,1295960.0,34123937.0,26331.0,3242109.0,1399430.0,7099.0,47893.0,2547884.0,642189.0,1655862.0,309289.0,157222.0,3511326.0,22334.0,30173.0,558317.0,1326.0,431.0,3244.0,734.0,4432.0,121.0,1718907.0,4203746.0,164321.0,3559219.0,951478.0,5744116.0,4641539.0,156192.0,626505.0,18903292.0,34273.0,6874131.0,27104050.0,24822524.0,5304.0,19154.0,4984.0,29442.0,6458625.0,790826.0,113204,93696,1528999,2314,20275,2868,48634,812,453,712,14699,111977,65647,4845,1180506,18494,(L),206900,1549274,2322930,151347,101185,138255,8870,253530,10827,106511,558317,2748274,3249,46501,28818,41546,2388577,273240,107400,6234360,116865,6458625,951478.0,6874131.0,29715,0,1586,3102,3261,118757,0,0,0,0,86583,(NA),35854,39522,7689,150058,8700,77098,0,6363,125772,253388,223900,313739,62744,36729,13709,123994,26011,14998,533116,16896,15854,14747,94378,0,18648,23511,20155,-3569,2062,577359,537639,157018,47893,62891,44243,39720,533116,18648,1577951.0,24822524.0,150864.0,2977381.0,38004416.0,695855.0,6874131.0,6458625.0,3559219.0,790826.0,3499140.0,695656.0,2803484.0,2480.0,7885.0,2803484.0,4031343.0,15883.0,51426.0,1160550.0,34123937.0,4031343.0
Maryland,2002,37792.0,205604275.0,5440389.0,178179255.0,32751.0,15364050.0,7438918.0,11618.0,49271.0,16900748.0,3353544.0,7630967.0,1016333.0,528341.0,14819957.0,28050.0,39609.0,1743160.0,1712.0,320.0,4509.0,803.0,3471.0,132.0,9311391.0,24531715.0,539959.0,14869228.0,4369877.0,18883068.0,22802968.0,720715.0,2617631.0,103680831.0,44766.0,38212983.0,141353027.0,146044349.0,7024.0,26844.0,3924.0,37792.0,21346943.0,3157590.0,377718,218702,3892345,34694,80829,429,156354,5976,2329,4040,264186,483828,455234,12774,4967037,62043,90,596420,3973174,7435692,707941,220491,442421,37118,441517,32897,518679,1743160,9002254,14395,195985,121457,175100,7890926,511622,452650,20401751,492542,21346943,4369877.0,38212983.0,86070,72315,8497,0,2844,48419,871,62310,35264,0,170412,(NA),11659,317950,22465,142986,16287,491060,5938,173604,59761,666431,607664,804458,311664,90270,48701,218241,148233,12647,1504462,96055,41135,22898,153782,(L),-42675,80666,-47154,-4976,9455,1609056,1412122,225951,49271,61919,104594,196934,1504462,-42675,7887449.0,146044349.0,214621.0,15326367.0,205389654.0,20017689.0,38212983.0,21346943.0,14869228.0,3157590.0,23233486.0,3792458.0,19441028.0,88323.0,25730.0,19441028.0,27425020.0,2987438.0,0.0,4996554.0,178179255.0,27425020.0
Massachusetts,2002,39856.0,255764186.0,6417206.0,219984955.0,34280.0,20378817.0,10096996.0,5742.0,-5275.0,15191980.0,4449992.0,11671844.0,2206789.0,629619.0,23304062.0,37013.0,43905.0,2408581.0,1850.0,375.0,4186.0,1037.0,4384.0,394.0,11870905.0,26863824.0,635361.0,23298787.0,6656781.0,28136236.0,30475813.0,2525721.0,3387504.0,148728167.0,50338.0,45391510.0,202502767.0,177302138.0,7073.0,27629.0,5153.0,39856.0,33070538.0,4022865.0,363233,598417,7978391,22510,153976,3019,70443,14321,1059,5644,103351,380878,196304,24043,6980782,26726,498,961650,8132367,10550086,2501678,213411,852642,47363,584401,23166,477543,2408581,15139875,13721,228764,141771,204386,10746390,655428,528358,31967259,574921,33070538,6656781.0,45391510.0,10486,0,2232,0,0,22033,0,0,0,0,47124,(NA),67412,154195,7549,34751,14353,12057,8447,0,53105,209990,305061,93932,20562,21068,6040,162498,49115,-7515,465783,6481,14613,16992,119497,0,-1155,30571,-954,-1239,1038,454148,398993,131214,-5275,-12790,-11635,55155,465783,-1155,10630982.0,177302138.0,122994.0,20727978.0,255641192.0,-4472651.0,45391510.0,33070538.0,23298787.0,4022865.0,32190453.0,4609696.0,27580757.0,25448.0,27538.0,27580757.0,35779231.0,25448.0,189703.0,7983323.0,219984955.0,35779231.0
Michigan,2002,30729.0,307775244.0,10015710.0,273416312.0,27299.0,29109779.0,13262530.0,52106.0,-27393.0,17455866.0,5046383.0,12945877.0,1641138.0,829132.0,25164264.0,30350.0,37576.0,4285180.0,1171.0,428.0,3035.0,668.0,3834.0,235.0,11726114.0,30401743.0,881238.0,25136871.0,6687521.0,38400872.0,42372309.0,2354751.0,4586194.0,172329724.0,43867.0,48815378.0,239838904.0,213919063.0,4874.0,21358.0,4497.0,30729.0,45040803.0,5467432.0,741577,884457,7327942,42087,106033,12736,231291,7108,2545,7659,68723,902667,342101,30048,9863202,49664,0,1626034,7433975,17659118,2324703,658188,1098291,47327,570860,30648,648070,4285180,17346841,16517,360661,223511,322228,18001219,648835,832990,43301413,906400,45040803,6687521.0,48815378.0,292068,385376,231428,3300,51886,54500,0,363848,93495,0,733260,(NA),156030,562778,69917,577996,149830,133282,0,897905,356922,1949099,2193382,1444538,344166,457821,190491,723854,177143,-16760,4143308,196576,149937,73560,554762,(L),93602,321855,59443,-6076,40235,4005554,3637920,600929,-27393,-44152,-137754,367634,4143308,93602,13666645.0,213919063.0,565658.0,26929175.0,307209586.0,1009334.0,48815378.0,45040803.0,25136871.0,5467432.0,33511770.0,6638892.0,26872878.0,29857.0,65798.0,26872878.0,34358932.0,491711.0,202252.0,6792091.0,273416312.0,34358932.0
Minnesota,2002,33754.0,169411366.0,5018935.0,147623464.0,29413.0,14445321.0,7468740.0,75070.0,404814.0,9532070.0,2713696.0,6923960.0,1182240.0,523147.0,12384741.0,23674.0,36729.0,1508269.0,1848.0,301.0,3279.0,776.0,3651.0,207.0,9273563.0,16456030.0,598217.0,12789555.0,3895936.0,18322554.0,21914061.0,1039263.0,2740683.0,100662677.0,40542.0,29625529.0,135366293.0,118915751.0,5903.0,23693.0,4158.0,33754.0,20870086.0,3338900.0,272327,330195,4557569,21103,313287,4811,246390,3360,2222,2668,132639,310580,400132,13061,3729833,22362,232,602522,4870856,7422532,1026202,204007,391160,35035,395884,20762,540716,1508269,8623051,14759,180280,111724,161069,7822664,451913,416378,20000635,453073,20870086,3895936.0,29625529.0,1038515,1611627,1326127,9469,62179,71496,0,1446493,275451,0,1011318,(NA),13299,183492,82667,2436138,348645,642895,0,3405219,219173,4253010,4252495,4090351,1103459,903357,476885,815838,331841,65949,8854843,836493,334466,69727,542480,(L),174037,608220,89077,-15355,100315,9151572,8342846,1017021,404814,470766,296729,808726,8854843,174037,7939265.0,118915751.0,982175.0,15408005.0,168429191.0,-1042537.0,29625529.0,20870086.0,12789555.0,3338900.0,18460487.0,2801299.0,15659188.0,21385.0,57988.0,15659188.0,21787902.0,23167.0,123765.0,5981782.0,147623464.0,21787902.0
Mississippi,2002,23055.0,65905820.0,2858681.0,60464299.0,21151.0,5299648.0,2446981.0,38671.0,433530.0,4197375.0,978948.0,2178044.0,353437.0,212063.0,4921599.0,23208.0,26892.0,1729130.0,901.0,605.0,2230.0,466.0,4131.0,95.0,2575975.0,6375419.0,250734.0,5355129.0,1332385.0,11809263.0,7746629.0,271012.0,1204215.0,32384198.0,31263.0,10283779.0,45485956.0,41812636.0,3597.0,14627.0,4831.0,23055.0,13809405.0,1454949.0,132467,86200,2882623,3056,73616,3913,90958,2106,657,1419,28473,665448,122487,8095,2771052,55134,768,218667,2956239,4647174,262917,302202,542813,12449,362972,13379,363548,1729130,5782425,11606,102110,63280,91229,4769661,389568,235836,13316950,256619,13809405,1332385.0,10283779.0,380723,134336,86384,0,75420,261591,14826,210987,23047,301290,62356,(NA),6990,47271,20937,728698,5200,1392315,0,458616,49953,1463392,890257,2183369,568639,388442,473601,295718,287359,41014,3376371,380748,141575,23190,184913,(L),16330,137857,23445,-16108,8993,3834586,3073626,641633,433530,474545,458215,760960,3376371,16330,2770409.0,41812636.0,629461.0,5217390.0,65276359.0,1544070.0,10283779.0,13809405.0,5355129.0,1454949.0,5944380.0,1694343.0,4250037.0,9796.0,12064.0,4250037.0,5441521.0,9796.0,60472.0,1121216.0,60464299.0,5441521.0
Missouri,2002,29162.0,165486900.0,5674825.0,147638697.0,26016.0,14937082.0,6692933.0,105730.0,148780.0,11330726.0,2408381.0,7945963.0,956740.0,521464.0,12751652.0,24454.0,33278.0,2200866.0,1260.0,388.0,3397.0,593.0,4108.0,129.0,7150003.0,19276689.0,627194.0,12900432.0,3365121.0,23314708.0,21630015.0,730023.0,2809894.0,93506501.0,37252.0,29791813.0,128036948.0,109449490.0,5250.0,19287.0,4625.0,29162.0,26245597.0,3437088.0,315621,247987,5470558,38899,38203,4625,290144,7267,2446,2742,75172,610896,404215,17080,5364926,74737,0,563608,5508761,9878729,712943,484498,541864,33247,518600,31031,504008,2200866,10948424,15906,203316,126000,181650,10282944,582878,469582,25265049,510966,26245597,3365121.0,29791813.0,1040550,513596,516388,1315,42389,34972,35371,849846,105839,124050,236037,(NA),14687,102507,166646,1591910,3941,774106,4829,1548356,29679,2606803,1994695,2602053,765943,603220,419554,378204,334428,21003,5319410,546197,184517,27493,229463,(L),138465,234526,7504,101451,29510,5350730,4596748,405736,148780,169785,31320,753982,5319410,138465,7325808.0,109449490.0,390944.0,14018741.0,165095956.0,-4568717.0,29791813.0,26245597.0,12900432.0,3437088.0,16712123.0,3295878.0,13416245.0,38691.0,35669.0,13416245.0,17848203.0,350725.0,243647.0,3837586.0,147638697.0,17848203.0
Montana,2002,24928.0,22725980.0,911667.0,20472089.0,22456.0,1744990.0,1014809.0,25943.0,24255.0,2029495.0,443387.0,1417919.0,230108.0,120945.0,2058812.0,17023.0,26003.0,311420.0,1191.0,342.0,3781.0,739.0,3724.0,105.0,1085414.0,3447414.0,146888.0,2083067.0,673495.0,3395145.0,2759799.0,95689.0,417895.0,10866692.0,27815.0,5206323.0,15709558.0,13717403.0,5711.0,15047.0,4171.0,24928.0,3802254.0,564783.0,53534,35885,537901,1631,13304,327,96675,3699,966,809,86668,99921,184974,5801,687448,24047,(L),89419,551205,1527982,89888,59107,62973,6933,129333,6546,108663,311420,1262700,10246,32708,20270,29222,1712956,142837,75543,3644511,82200,3802254,673495.0,5206323.0,966315,3480,29756,2881,110172,60270,0,0,421279,0,41205,(NA),4782,32000,112508,1056341,48422,4751,0,537812,29557,1312381,765081,1102297,163756,214486,261975,230866,240693,5852,2307846,207330,118873,22197,152751,(L),-32092,60154,-8256,-43325,19489,2370046,1867378,199203,24255,30108,62200,502668,2307846,-32092,1006734.0,13717403.0,188838.0,2021543.0,22537142.0,29388.0,5206323.0,3802254.0,2083067.0,564783.0,2056384.0,430584.0,1625800.0,2297.0,31393.0,1625800.0,2253891.0,2366.0,26269.0,599456.0,20472089.0,2253891.0
Nebraska,2002,30534.0,52771054.0,1728292.0,47495184.0,27481.0,4612913.0,2214972.0,44096.0,681287.0,4005460.0,672295.0,2932947.0,423510.0,176244.0,3953883.0,22434.0,30502.0,572570.0,1606.0,331.0,4015.0,634.0,3717.0,85.0,2775211.0,6938407.0,220340.0,4635170.0,1095805.0,6423523.0,6827885.0,147487.0,946121.0,28858335.0,34567.0,10809423.0,40321390.0,34818051.0,6254.0,20146.0,4133.0,30534.0,7143580.0,1166461.0,193056,60753,1321474,1799,6343,1137,167436,941,2822,459,8619,143023,177854,5359,1427542,30881,60,253809,1327817,2776612,142128,76431,99307,12553,207665,12249,149008,572570,2786240,2652,61921,38374,55322,2954466,232527,143013,6844950,155617,7143580,1095805.0,10809423.0,5827271,2041924,699010,2287,74530,34901,49748,916967,208093,0,144250,(NA),1420,31800,134946,6561182,60400,111603,0,3293549,63564,3856037,3585679,6817035,1000587,818700,539279,549435,649731,176150,10196048,3211783,338948,40200,347930,(L),-538235,420558,-470132,-133405,65302,11591724,10402714,1069417,681287,857441,1395676,1189010,10196048,-538235,2360824.0,34818051.0,1045269.0,4575796.0,51725785.0,-927543.0,10809423.0,7143580.0,4635170.0,1166461.0,4832973.0,922558.0,3910415.0,31406.0,19196.0,3910415.0,5275870.0,41082.0,82421.0,1241952.0,47495184.0,5275870.0
Nevada,2002,32441.0,70519000.0,2173791.0,63073902.0,29016.0,5922679.0,2744957.0,2912.0,25173.0,5210686.0,1059355.0,3696902.0,609538.0,211581.0,7827952.0,36997.0,34976.0,583891.0,1687.0,269.0,4098.0,768.0,3050.0,199.0,3666319.0,8907588.0,214493.0,7853125.0,1668893.0,6629249.0,8667636.0,433545.0,1085540.0,37967823.0,41913.0,14242800.0,54488584.0,48629515.0,6552.0,22371.0,3518.0,32441.0,7646685.0,1300033.0,85469,58587,868375,6051,97659,165,51735,2106,302,1790,28859,207006,86645,4363,1647242,55859,160,144056,966034,3124734,429182,99818,133011,11955,226953,12147,97177,583891,2669135,19266,79016,48968,70596,3211379,251215,182497,7265608,198580,7646685,1668893.0,14242800.0,149879,0,784,0,417,16773,0,0,1293,0,52965,(NA),394,10131,94093,167436,2123,212,0,1710,39828,175094,148279,220613,48259,20623,11287,76289,22686,5242,381409,34954,16595,6090,58983,0,8959,9595,1699,6437,823,402865,368892,90246,25173,30415,21456,33973,381409,8959,2791931.0,48629515.0,86623.0,5536888.0,70432377.0,-322181.0,14242800.0,7646685.0,7853125.0,1300033.0,8538011.0,1358497.0,7179514.0,49952.0,6904.0,7179514.0,7445098.0,49952.0,115972.0,99660.0,63073902.0,7445098.0
New Hampshire,2002,37131.0,47123075.0,1269089.0,42424515.0,33429.0,3378316.0,1551378.0,3481.0,-1648.0,2877911.0,712765.0,2049213.0,362873.0,149114.0,6462624.0,43340.0,35469.0,276403.0,1197.0,218.0,3882.0,848.0,3653.0,120.0,1519409.0,4927124.0,152595.0,6460976.0,1075638.0,4635701.0,4929694.0,152488.0,636208.0,22565486.0,43048.0,7522171.0,33956156.0,34536312.0,5927.0,27213.0,3991.0,37131.0,5064592.0,788803.0,52443,47282,1046992,4679,7314,790,12998,519,161,264,13585,73526,31262,1734,977006,9713,(L),99725,1054306,2085562,150754,35522,67630,9009,144671,8255,93911,276403,2041025,2427,45528,28215,40677,2116824,161941,105153,4845019,114420,5064592,1075638.0,7522171.0,7299,0,642,0,0,7006,0,0,0,0,42250,(NA),9171,55554,3965,14947,6081,6581,0,0,10613,84553,85384,63778,17352,4982,3854,49753,19317,-1886,175878,1640,5565,5626,38528,0,(L),12033,362,-1034,683,172333,149162,42506,-1648,-3534,-3545,23171,175878,(L),1835607.0,34536312.0,40024.0,3386985.0,47083051.0,3967141.0,7522171.0,5064592.0,6460976.0,788803.0,5351082.0,850062.0,4501020.0,4301.0,8144.0,4501020.0,4698560.0,4301.0,55100.0,138139.0,42424515.0,4698560.0
New Jersey,2002,41308.0,353295773.0,8552643.0,307487531.0,35952.0,26398536.0,13290308.0,9492.0,30067.0,21161391.0,5880883.0,15926848.0,2224284.0,731968.0,31152995.0,42561.0,44382.0,2489398.0,1735.0,291.0,4336.0,948.0,4328.0,335.0,14842473.0,37088239.0,741460.0,31183062.0,8105167.0,37017116.0,39688844.0,2866674.0,4052131.0,179841170.0,52302.0,60035879.0,250713076.0,250886706.0,7020.0,29334.0,4954.0,41308.0,42373188.0,4793591.0,371539,369806,7892299,457319,763667,5068,154287,10623,2281,7755,281792,710699,893398,25727,9799418,32344,375,741345,8655966,14847483,2840947,314376,722978,60633,470570,25332,693040,2489398,18487728,49406,308774,191355,275871,15740881,556910,713151,40884037,776000,42373188,8105167.0,60035879.0,12040,7948,1607,0,189,106081,0,12205,5618,0,29824,(NA),99269,364626,7539,119728,3947,24823,0,25960,175007,367043,676348,174375,32174,51791,6428,284396,54223,13219,865524,8265,24719,33336,224948,0,-2564,97136,-8788,2007,4217,911374,850723,288351,30067,43286,45850,60651,865524,-2564,14005453.0,250886706.0,272095.0,27295761.0,353023678.0,27469391.0,60035879.0,42373188.0,31183062.0,4793591.0,45214691.0,6526758.0,38687933.0,24918.0,12905.0,38687933.0,45808242.0,24918.0,0.0,7095391.0,307487531.0,45808242.0
New Mexico,2002,25074.0,46519758.0,1855309.0,42155917.0,22722.0,3939440.0,1823570.0,14530.0,328095.0,3460049.0,1001328.0,1697587.0,363321.0,168593.0,3509140.0,20814.0,30348.0,867092.0,1012.0,467.0,2780.0,736.0,3680.0,94.0,1876772.0,5157636.0,183123.0,3837235.0,1364649.0,6828373.0,5763010.0,174933.0,801625.0,24327708.0,34453.0,8399057.0,33927953.0,30250303.0,4527.0,16305.0,4242.0,25074.0,7870398.0,984748.0,91010,100656,1861977,4606,67,960,71302,3044,969,1153,30453,299255,106361,6126,1232141,49868,56,191666,1862044,2591364,168807,159128,217043,12215,305978,16055,247368,867092,3144053,81735,67013,41529,59872,2697725,334304,154774,7547210,168414,7870398,1364649.0,8399057.0,611394,16099,269,0,3326,21437,7335,0,17831,22984,743869,(NA),48387,60273,167864,633100,67760,20592,0,44591,144663,652752,556522,1397561,417877,57024,73653,267110,116734,45983,1740613,267908,52733,20535,199942,(L),-29778,25209,-9585,-24152,3959,2144470,1954083,548572,328095,374079,403857,190387,1740613,-29778,1983178.0,30250303.0,536289.0,3806748.0,45983469.0,129098.0,8399057.0,7870398.0,3837235.0,984748.0,4422743.0,1088570.0,3334173.0,6035.0,15512.0,3334173.0,4363841.0,7078.0,0.0,1022590.0,42155917.0,4363841.0
New York,2002,37096.0,709926775.0,19137800.0,608853470.0,31814.0,63596146.0,28939036.0,37087.0,77477.0,38444164.0,8525868.0,28649653.0,4527211.0,1650625.0,83300895.0,50466.0,45591.0,12928149.0,1431.0,676.0,3506.0,682.0,5198.0,223.0,27380235.0,67093817.0,1687712.0,83378372.0,13053079.0,99469996.0,92535182.0,4271086.0,8665136.0,395049132.0,55150.0,107527131.0,570962686.0,485730413.0,5619.0,25381.0,6096.0,37096.0,116669231.0,10352848.0,2886311,2842147,36866780,71293,1536247,8729,361237,19472,5565,14238,1865682,2283865,2298212,48004,20184028,58444,273,5728458,38403027,31397013,4223082,1496182,3419644,115467,1102507,80734,2355115,12928149,58645499,172425,684823,424402,611846,33695225,1298981,1581680,113366480,1721071,116669231,13053079.0,107527131.0,199034,67261,10291,3678,6524,135538,0,24117,23087,0,1557888,(NA),184209,340644,116581,344863,8289,86673,0,124667,468761,1684208,1243151,1989424,534180,192027,159239,706860,171108,15757,3519651,122666,111805,94388,540275,(L),49964,167905,-49421,65895,33490,3562922,3232575,712140,77477,93235,43271,330347,3519651,49964,28453190.0,485730413.0,657287.0,57392226.0,709269488.0,-27840047.0,107527131.0,116669231.0,83378372.0,10352848.0,86389132.0,13512357.0,72876775.0,230183.0,36208.0,72876775.0,101073305.0,4726088.0,0.0,23470442.0,608853470.0,101073305.0
North Carolina,2002,27777.0,231273894.0,8326201.0,204799377.0,24597.0,19882940.0,9691429.0,49010.0,902661.0,15232069.0,4220092.0,8545705.0,1607440.0,744907.0,12320683.0,16540.0,33010.0,3917064.0,1262.0,470.0,2856.0,700.0,3702.0,181.0,10508178.0,23777774.0,793917.0,13223344.0,5827532.0,30823082.0,29574369.0,1507859.0,4049563.0,133676637.0,36435.0,40113484.0,176474350.0,154912405.0,4818.0,18605.0,4353.0,27777.0,36248005.0,4843480.0,1046450,273229,6840823,24283,119170,23430,151566,6052,924,11683,69578,1101026,245427,42089,6950409,195278,345,1319679,6959993,13300408,1465770,555446,940913,42082,979332,63783,626465,3917064,14105680,22272,298020,184691,266263,13545835,1085542,688314,34810717,748974,36248005,5827532.0,40113484.0,320917,129320,2110785,1247,2755,60781,1290,162088,58587,217057,154698,(NA),72632,937445,18738,2492483,52696,2093292,694417,355287,305646,2226973,2653918,4740473,1983921,471505,339928,739130,588357,212322,6867671,1049514,179342,66295,544575,(L),-340019,217286,-313216,-41805,15002,8322676,7394391,1513531,902661,1114986,1455005,928285,6867671,-340019,10670058.0,154912405.0,1480422.0,20361487.0,229793472.0,-1200458.0,40113484.0,36248005.0,13223344.0,4843480.0,23457417.0,4978746.0,18478671.0,38343.0,14040.0,18478671.0,26474517.0,52010.0,238476.0,7705360.0,204799377.0,26474517.0
North Dakota,2002,27309.0,17427613.0,638168.0,15946619.0,24988.0,1294301.0,844223.0,28244.0,454909.0,1404819.0,219142.0,934936.0,280473.0,68380.0,1561233.0,22832.0,26331.0,181192.0,1211.0,284.0,3666.0,783.0,3835.0,93.0,772862.0,2339755.0,96624.0,2016142.0,499615.0,2447445.0,2138524.0,59537.0,346027.0,9111234.0,29969.0,3612232.0,13265900.0,11127207.0,5660.0,17436.0,4212.0,27309.0,2688174.0,442651.0,40788,22587,474778,227,3230,(L),52340,1164,941,382,54334,51888,106901,2506,518370,17146,(L),63375,478008,1056482,57031,32173,33756,4468,63765,4657,69960,181192,1013524,18270,22683,14057,20266,1163383,72913,52389,2578779,57006,2688174,499615.0,3612232.0,673831,192592,36364,8826,688593,65126,0,376151,860088,0,68676,(NA),185,8615,59620,775321,205220,18834,0,2126250,145108,1972774,2544998,862831,84712,622411,383528,246272,285577,20782,3464459,124054,172170,16296,132000,(L),-136783,242066,-96795,-78224,38236,4076934,3407829,603205,454909,475692,612475,669105,3464459,-136783,804351.0,11127207.0,592999.0,1648574.0,16834614.0,-490119.0,3612232.0,2688174.0,2016142.0,442651.0,1524260.0,292420.0,1231840.0,1493.0,9444.0,1231840.0,1480994.0,1493.0,0.0,247661.0,15946619.0,1480994.0
